scenario_id,fleet_size,hotpatch_delivery_success,hotpatch_delivery_delay_h,ota_rollout_duration_days,attack_attempt_level,attack_attempt_rate_per_vehicle_day,rollback_failure_rate,effective_hotpatch_success,ota_only_exposure_vehicle_days,hotpatch_first_exposure_vehicle_days,exposure_reduction_vehicle_days,exposure_reduction_fraction,ota_only_expected_attack_attempts,hotpatch_first_expected_attack_attempts,ota_only_expected_successful_attacks,hotpatch_first_expected_successful_attacks,attack_success_probability,model
FS0876,1000,0.95,1,14,low,0.0100,0.05,0.902500,7000.000000,720.048208,6279.951792,0.897136,70.000000,7.200482,54.180000,5.573173,0.774000,uniform_ota_closed_form_expectation
FS0877,1000,0.95,1,14,medium,0.0500,0.00,0.950000,7000.000000,389.524430,6610.475570,0.944354,350.000000,19.476221,270.900000,15.074595,0.774000,uniform_ota_closed_form_expectation
FS0878,1000,0.95,1,14,medium,0.0500,0.01,0.940500,7000.000000,455.629185,6544.370815,0.934910,350.000000,22.781459,270.900000,17.632849,0.774000,uniform_ota_closed_form_expectation
FS0879,1000,0.95,1,14,medium,0.0500,0.05,0.902500,7000.000000,720.048208,6279.951792,0.897136,350.000000,36.002410,270.900000,27.865866,0.774000,uniform_ota_closed_form_expectation
FS0880,1000,0.95,1,14,high,0.2000,0.00,0.950000,7000.000000,389.524430,6610.475570,0.944354,1400.000000,77.904886,1083.600000,60.298382,0.774000,uniform_ota_closed_form_expectation
FS0881,1000,0.95,1,14,high,0.2000,0.01,0.940500,7000.000000,455.629185,6544.370815,0.934910,1400.000000,91.125837,1083.600000,70.531398,0.774000,uniform_ota_closed_form_expectation
FS0882,1000,0.95,1,14,high,0.2000,0.05,0.902500,7000.000000,720.048208,6279.951792,0.897136,1400.000000,144.009642,1083.600000,111.463463,0.774000,uniform_ota_closed_form_expectation
FS0883,1000,0.95,1,30,low,0.0100,0.00,0.950000,15000.000000,789.555845,14210.444155,0.947363,150.000000,7.895558,116.100000,6.111162,0.774000,uniform_ota_closed_form_expectation
FS0884,1000,0.95,1,30,low,0.0100,0.01,0.940500,15000.000000,931.660286,14068.339714,0.937889,150.000000,9.316603,116.100000,7.211051,0.774000,uniform_ota_closed_form_expectation
FS0885,1000,0.95,1,30,low,0.0100,0.05,0.902500,15000.000000,1500.078053,13499.921947,0.899995,150.000000,15.000781,116.100000,11.610604,0.774000,uniform_ota_closed_form_expectation
FS0886,1000,0.95,1,30,medium,0.0500,0.00,0.950000,15000.000000,789.555845,14210.444155,0.947363,750.000000,39.477792,580.500000,30.555811,0.774000,uniform_ota_closed_form_expectation
FS0887,1000,0.95,1,30,medium,0.0500,0.01,0.940500,15000.000000,931.660286,14068.339714,0.937889,750.000000,46.583014,580.500000,36.055253,0.774000,uniform_ota_closed_form_expectation
FS0888,1000,0.95,1,30,medium,0.0500,0.05,0.902500,15000.000000,1500.078053,13499.921947,0.899995,750.000000,75.003903,580.500000,58.053021,0.774000,uniform_ota_closed_form_expectation
FS0889,1000,0.95,1,30,high,0.2000,0.00,0.950000,15000.000000,789.555845,14210.444155,0.947363,3000.000000,157.911169,2322.000000,122.223245,0.774000,uniform_ota_closed_form_expectation
FS0890,1000,0.95,1,30,high,0.2000,0.01,0.940500,15000.000000,931.660286,14068.339714,0.937889,3000.000000,186.332057,2322.000000,144.221012,0.774000,uniform_ota_closed_form_expectation
FS0891,1000,0.95,1,30,high,0.2000,0.05,0.902500,15000.000000,1500.078053,13499.921947,0.899995,3000.000000,300.015611,2322.000000,232.212083,0.774000,uniform_ota_closed_form_expectation
FS0892,1000,0.95,1,60,low,0.0100,0.00,0.950000,30000.000000,1539.569589,28460.430411,0.948681,300.000000,15.395696,232.200000,11.916269,0.774000,uniform_ota_closed_form_expectation
FS0893,1000,0.95,1,60,low,0.0100,0.01,0.940500,30000.000000,1824.173893,28175.826107,0.939194,300.000000,18.241739,232.200000,14.119106,0.774000,uniform_ota_closed_form_expectation
FS0894,1000,0.95,1,60,low,0.0100,0.05,0.902500,30000.000000,2962.591110,27037.408890,0.901247,300.000000,29.625911,232.200000,22.930455,0.774000,uniform_ota_closed_form_expectation
FS0895,1000,0.95,1,60,medium,0.0500,0.00,0.950000,30000.000000,1539.569589,28460.430411,0.948681,1500.000000,76.978479,1161.000000,59.581343,0.774000,uniform_ota_closed_form_expectation
FS0896,1000,0.95,1,60,medium,0.0500,0.01,0.940500,30000.000000,1824.173893,28175.826107,0.939194,1500.000000,91.208695,1161.000000,70.595530,0.774000,uniform_ota_closed_form_expectation
FS0897,1000,0.95,1,60,medium,0.0500,0.05,0.902500,30000.000000,2962.591110,27037.408890,0.901247,1500.000000,148.129555,1161.000000,114.652276,0.774000,uniform_ota_closed_form_expectation
FS0898,1000,0.95,1,60,high,0.2000,0.00,0.950000,30000.000000,1539.569589,28460.430411,0.948681,6000.000000,307.913918,4644.000000,238.325372,0.774000,uniform_ota_closed_form_expectation
FS0899,1000,0.95,1,60,high,0.2000,0.01,0.940500,30000.000000,1824.173893,28175.826107,0.939194,6000.000000,364.834779,4644.000000,282.382119,0.774000,uniform_ota_closed_form_expectation
FS0900,1000,0.95,1,60,high,0.2000,0.05,0.902500,30000.000000,2962.591110,27037.408890,0.901247,6000.000000,592.518222,4644.000000,458.609104,0.774000,uniform_ota_closed_form_expectation
FS0901,1000,0.95,6,7,low,0.0100,0.00,0.950000,3500.000000,408.258929,3091.741071,0.883355,35.000000,4.082589,27.090000,3.159924,0.774000,uniform_ota_closed_form_expectation
FS0902,1000,0.95,6,7,low,0.0100,0.01,0.940500,3500.000000,439.176339,3060.823661,0.874521,35.000000,4.391763,27.090000,3.399225,0.774000,uniform_ota_closed_form_expectation
FS0903,1000,0.95,6,7,low,0.0100,0.05,0.902500,3500.000000,562.845982,2937.154018,0.839187,35.000000,5.628460,27.090000,4.356428,0.774000,uniform_ota_closed_form_expectation
FS0904,1000,0.95,6,7,medium,0.0500,0.00,0.950000,3500.000000,408.258929,3091.741071,0.883355,175.000000,20.412946,135.450000,15.799621,0.774000,uniform_ota_closed_form_expectation
FS0905,1000,0.95,6,7,medium,0.0500,0.01,0.940500,3500.000000,439.176339,3060.823661,0.874521,175.000000,21.958817,135.450000,16.996124,0.774000,uniform_ota_closed_form_expectation
FS0906,1000,0.95,6,7,medium,0.0500,0.05,0.902500,3500.000000,562.845982,2937.154018,0.839187,175.000000,28.142299,135.450000,21.782140,0.774000,uniform_ota_closed_form_expectation
FS0907,1000,0.95,6,7,high,0.2000,0.00,0.950000,3500.000000,408.258929,3091.741071,0.883355,700.000000,81.651786,541.800000,63.198482,0.774000,uniform_ota_closed_form_expectation
FS0908,1000,0.95,6,7,high,0.2000,0.01,0.940500,3500.000000,439.176339,3060.823661,0.874521,700.000000,87.835268,541.800000,67.984497,0.774000,uniform_ota_closed_form_expectation
FS0909,1000,0.95,6,7,high,0.2000,0.05,0.902500,3500.000000,562.845982,2937.154018,0.839187,700.000000,112.569196,541.800000,87.128558,0.774000,uniform_ota_closed_form_expectation
FS0910,1000,0.95,6,14,low,0.0100,0.00,0.950000,7000.000000,585.379464,6414.620536,0.916374,70.000000,5.853795,54.180000,4.530837,0.774000,uniform_ota_closed_form_expectation
FS0911,1000,0.95,6,14,low,0.0100,0.01,0.940500,7000.000000,649.525670,6350.474330,0.907211,70.000000,6.495257,54.180000,5.027329,0.774000,uniform_ota_closed_form_expectation
FS0912,1000,0.95,6,14,low,0.0100,0.05,0.902500,7000.000000,906.110491,6093.889509,0.870556,70.000000,9.061105,54.180000,7.013295,0.774000,uniform_ota_closed_form_expectation
FS0913,1000,0.95,6,14,medium,0.0500,0.00,0.950000,7000.000000,585.379464,6414.620536,0.916374,350.000000,29.268973,270.900000,22.654185,0.774000,uniform_ota_closed_form_expectation
FS0914,1000,0.95,6,14,medium,0.0500,0.01,0.940500,7000.000000,649.525670,6350.474330,0.907211,350.000000,32.476283,270.900000,25.136643,0.774000,uniform_ota_closed_form_expectation
FS0915,1000,0.95,6,14,medium,0.0500,0.05,0.902500,7000.000000,906.110491,6093.889509,0.870556,350.000000,45.305525,270.900000,35.066476,0.774000,uniform_ota_closed_form_expectation
FS0916,1000,0.95,6,14,high,0.2000,0.00,0.950000,7000.000000,585.379464,6414.620536,0.916374,1400.000000,117.075893,1083.600000,90.616741,0.774000,uniform_ota_closed_form_expectation
FS0917,1000,0.95,6,14,high,0.2000,0.01,0.940500,7000.000000,649.525670,6350.474330,0.907211,1400.000000,129.905134,1083.600000,100.546574,0.774000,uniform_ota_closed_form_expectation
FS0918,1000,0.95,6,14,high,0.2000,0.05,0.902500,7000.000000,906.110491,6093.889509,0.870556,1400.000000,181.222098,1083.600000,140.265904,0.774000,uniform_ota_closed_form_expectation
FS0919,1000,0.95,6,30,low,0.0100,0.00,0.950000,15000.000000,986.510417,14013.489583,0.934233,150.000000,9.865104,116.100000,7.635591,0.774000,uniform_ota_closed_form_expectation
FS0920,1000,0.95,6,30,low,0.0100,0.01,0.940500,15000.000000,1126.645313,13873.354687,0.924890,150.000000,11.266453,116.100000,8.720235,0.774000,uniform_ota_closed_form_expectation
FS0921,1000,0.95,6,30,low,0.0100,0.05,0.902500,15000.000000,1687.184896,13312.815104,0.887521,150.000000,16.871849,116.100000,13.058811,0.774000,uniform_ota_closed_form_expectation
FS0922,1000,0.95,6,30,medium,0.0500,0.00,0.950000,15000.000000,986.510417,14013.489583,0.934233,750.000000,49.325521,580.500000,38.177953,0.774000,uniform_ota_closed_form_expectation
FS0923,1000,0.95,6,30,medium,0.0500,0.01,0.940500,15000.000000,1126.645313,13873.354687,0.924890,750.000000,56.332266,580.500000,43.601174,0.774000,uniform_ota_closed_form_expectation
FS0924,1000,0.95,6,30,medium,0.0500,0.05,0.902500,15000.000000,1687.184896,13312.815104,0.887521,750.000000,84.359245,580.500000,65.294055,0.774000,uniform_ota_closed_form_expectation
FS0925,1000,0.95,6,30,high,0.2000,0.00,0.950000,15000.000000,986.510417,14013.489583,0.934233,3000.000000,197.302083,2322.000000,152.711813,0.774000,uniform_ota_closed_form_expectation
FS0926,1000,0.95,6,30,high,0.2000,0.01,0.940500,15000.000000,1126.645313,13873.354687,0.924890,3000.000000,225.329063,2322.000000,174.404694,0.774000,uniform_ota_closed_form_expectation
FS0927,1000,0.95,6,30,high,0.2000,0.05,0.902500,15000.000000,1687.184896,13312.815104,0.887521,3000.000000,337.436979,2322.000000,261.176222,0.774000,uniform_ota_closed_form_expectation
FS0928,1000,0.95,6,60,low,0.0100,0.00,0.950000,30000.000000,1737.005208,28262.994792,0.942100,300.000000,17.370052,232.200000,13.444420,0.774000,uniform_ota_closed_form_expectation
FS0929,1000,0.95,6,60,low,0.0100,0.01,0.940500,30000.000000,2019.635156,27980.364844,0.932679,300.000000,20.196352,232.200000,15.631976,0.774000,uniform_ota_closed_form_expectation
FS0930,1000,0.95,6,60,low,0.0100,0.05,0.902500,30000.000000,3150.154948,26849.845052,0.894995,300.000000,31.501549,232.200000,24.382199,0.774000,uniform_ota_closed_form_expectation
FS0931,1000,0.95,6,60,medium,0.0500,0.00,0.950000,30000.000000,1737.005208,28262.994792,0.942100,1500.000000,86.850260,1161.000000,67.222102,0.774000,uniform_ota_closed_form_expectation
FS0932,1000,0.95,6,60,medium,0.0500,0.01,0.940500,30000.000000,2019.635156,27980.364844,0.932679,1500.000000,100.981758,1161.000000,78.159881,0.774000,uniform_ota_closed_form_expectation
FS0933,1000,0.95,6,60,medium,0.0500,0.05,0.902500,30000.000000,3150.154948,26849.845052,0.894995,1500.000000,157.507747,1161.000000,121.910996,0.774000,uniform_ota_closed_form_expectation
FS0934,1000,0.95,6,60,high,0.2000,0.00,0.950000,30000.000000,1737.005208,28262.994792,0.942100,6000.000000,347.401042,4644.000000,268.888406,0.774000,uniform_ota_closed_form_expectation
FS0935,1000,0.95,6,60,high,0.2000,0.01,0.940500,30000.000000,2019.635156,27980.364844,0.932679,6000.000000,403.927031,4644.000000,312.639522,0.774000,uniform_ota_closed_form_expectation
FS0936,1000,0.95,6,60,high,0.2000,0.05,0.902500,30000.000000,3150.154948,26849.845052,0.894995,6000.000000,630.030990,4644.000000,487.643986,0.774000,uniform_ota_closed_form_expectation
FS0937,1000,0.95,24,7,low,0.0100,0.00,0.950000,3500.000000,1057.142857,2442.857143,0.697959,35.000000,10.571429,27.090000,8.182286,0.774000,uniform_ota_closed_form_expectation
FS0938,1000,0.95,24,7,low,0.0100,0.01,0.940500,3500.000000,1081.571429,2418.428571,0.690980,35.000000,10.815714,27.090000,8.371363,0.774000,uniform_ota_closed_form_expectation
FS0939,1000,0.95,24,7,low,0.0100,0.05,0.902500,3500.000000,1179.285714,2320.714286,0.663061,35.000000,11.792857,27.090000,9.127671,0.774000,uniform_ota_closed_form_expectation
FS0940,1000,0.95,24,7,medium,0.0500,0.00,0.950000,3500.000000,1057.142857,2442.857143,0.697959,175.000000,52.857143,135.450000,40.911429,0.774000,uniform_ota_closed_form_expectation
FS0941,1000,0.95,24,7,medium,0.0500,0.01,0.940500,3500.000000,1081.571429,2418.428571,0.690980,175.000000,54.078571,135.450000,41.856814,0.774000,uniform_ota_closed_form_expectation
FS0942,1000,0.95,24,7,medium,0.0500,0.05,0.902500,3500.000000,1179.285714,2320.714286,0.663061,175.000000,58.964286,135.450000,45.638357,0.774000,uniform_ota_closed_form_expectation
FS0943,1000,0.95,24,7,high,0.2000,0.00,0.950000,3500.000000,1057.142857,2442.857143,0.697959,700.000000,211.428571,541.800000,163.645714,0.774000,uniform_ota_closed_form_expectation
FS0944,1000,0.95,24,7,high,0.2000,0.01,0.940500,3500.000000,1081.571429,2418.428571,0.690980,700.000000,216.314286,541.800000,167.427257,0.774000,uniform_ota_closed_form_expectation
FS0945,1000,0.95,24,7,high,0.2000,0.05,0.902500,3500.000000,1179.285714,2320.714286,0.663061,700.000000,235.857143,541.800000,182.553429,0.774000,uniform_ota_closed_form_expectation
FS0946,1000,0.95,24,14,low,0.0100,0.00,0.950000,7000.000000,1266.071429,5733.928571,0.819133,70.000000,12.660714,54.180000,9.799393,0.774000,uniform_ota_closed_form_expectation
FS0947,1000,0.95,24,14,low,0.0100,0.01,0.940500,7000.000000,1323.410714,5676.589286,0.810941,70.000000,13.234107,54.180000,10.243199,0.774000,uniform_ota_closed_form_expectation
FS0948,1000,0.95,24,14,low,0.0100,0.05,0.902500,7000.000000,1552.767857,5447.232143,0.778176,70.000000,15.527679,54.180000,12.018423,0.774000,uniform_ota_closed_form_expectation
FS0949,1000,0.95,24,14,medium,0.0500,0.00,0.950000,7000.000000,1266.071429,5733.928571,0.819133,350.000000,63.303571,270.900000,48.996964,0.774000,uniform_ota_closed_form_expectation
FS0950,1000,0.95,24,14,medium,0.0500,0.01,0.940500,7000.000000,1323.410714,5676.589286,0.810941,350.000000,66.170536,270.900000,51.215995,0.774000,uniform_ota_closed_form_expectation
FS0951,1000,0.95,24,14,medium,0.0500,0.05,0.902500,7000.000000,1552.767857,5447.232143,0.778176,350.000000,77.638393,270.900000,60.092116,0.774000,uniform_ota_closed_form_expectation
FS0952,1000,0.95,24,14,high,0.2000,0.00,0.950000,7000.000000,1266.071429,5733.928571,0.819133,1400.000000,253.214286,1083.600000,195.987857,0.774000,uniform_ota_closed_form_expectation
FS0953,1000,0.95,24,14,high,0.2000,0.01,0.940500,7000.000000,1323.410714,5676.589286,0.810941,1400.000000,264.682143,1083.600000,204.863979,0.774000,uniform_ota_closed_form_expectation
FS0954,1000,0.95,24,14,high,0.2000,0.05,0.902500,7000.000000,1552.767857,5447.232143,0.778176,1400.000000,310.553571,1083.600000,240.368464,0.774000,uniform_ota_closed_form_expectation
FS0955,1000,0.95,24,30,low,0.0100,0.00,0.950000,15000.000000,1684.166667,13315.833333,0.887722,150.000000,16.841667,116.100000,13.035450,0.774000,uniform_ota_closed_form_expectation
FS0956,1000,0.95,24,30,low,0.0100,0.01,0.940500,15000.000000,1817.325000,13182.675000,0.878845,150.000000,18.173250,116.100000,14.066095,0.774000,uniform_ota_closed_form_expectation
FS0957,1000,0.95,24,30,low,0.0100,0.05,0.902500,15000.000000,2349.958333,12650.041667,0.843336,150.000000,23.499583,116.100000,18.188678,0.774000,uniform_ota_closed_form_expectation
FS0958,1000,0.95,24,30,medium,0.0500,0.00,0.950000,15000.000000,1684.166667,13315.833333,0.887722,750.000000,84.208333,580.500000,65.177250,0.774000,uniform_ota_closed_form_expectation
FS0959,1000,0.95,24,30,medium,0.0500,0.01,0.940500,15000.000000,1817.325000,13182.675000,0.878845,750.000000,90.866250,580.500000,70.330478,0.774000,uniform_ota_closed_form_expectation
FS0960,1000,0.95,24,30,medium,0.0500,0.05,0.902500,15000.000000,2349.958333,12650.041667,0.843336,750.000000,117.497917,580.500000,90.943388,0.774000,uniform_ota_closed_form_expectation
FS0961,1000,0.95,24,30,high,0.2000,0.00,0.950000,15000.000000,1684.166667,13315.833333,0.887722,3000.000000,336.833333,2322.000000,260.709000,0.774000,uniform_ota_closed_form_expectation
FS0962,1000,0.95,24,30,high,0.2000,0.01,0.940500,15000.000000,1817.325000,13182.675000,0.878845,3000.000000,363.465000,2322.000000,281.321910,0.774000,uniform_ota_closed_form_expectation
FS0963,1000,0.95,24,30,high,0.2000,0.05,0.902500,15000.000000,2349.958333,12650.041667,0.843336,3000.000000,469.991667,2322.000000,363.773550,0.774000,uniform_ota_closed_form_expectation
FS0964,1000,0.95,24,60,low,0.0100,0.00,0.950000,30000.000000,2442.083333,27557.916667,0.918597,300.000000,24.420833,232.200000,18.901725,0.774000,uniform_ota_closed_form_expectation
FS0965,1000,0.95,24,60,low,0.0100,0.01,0.940500,30000.000000,2717.662500,27282.337500,0.909411,300.000000,27.176625,232.200000,21.034708,0.774000,uniform_ota_closed_form_expectation
FS0966,1000,0.95,24,60,low,0.0100,0.05,0.902500,30000.000000,3819.979167,26180.020833,0.872667,300.000000,38.199792,232.200000,29.566639,0.774000,uniform_ota_closed_form_expectation
FS0967,1000,0.95,24,60,medium,0.0500,0.00,0.950000,30000.000000,2442.083333,27557.916667,0.918597,1500.000000,122.104167,1161.000000,94.508625,0.774000,uniform_ota_closed_form_expectation
FS0968,1000,0.95,24,60,medium,0.0500,0.01,0.940500,30000.000000,2717.662500,27282.337500,0.909411,1500.000000,135.883125,1161.000000,105.173539,0.774000,uniform_ota_closed_form_expectation
FS0969,1000,0.95,24,60,medium,0.0500,0.05,0.902500,30000.000000,3819.979167,26180.020833,0.872667,1500.000000,190.998958,1161.000000,147.833194,0.774000,uniform_ota_closed_form_expectation
FS0970,1000,0.95,24,60,high,0.2000,0.00,0.950000,30000.000000,2442.083333,27557.916667,0.918597,6000.000000,488.416667,4644.000000,378.034500,0.774000,uniform_ota_closed_form_expectation
FS0971,1000,0.95,24,60,high,0.2000,0.01,0.940500,30000.000000,2717.662500,27282.337500,0.909411,6000.000000,543.532500,4644.000000,420.694155,0.774000,uniform_ota_closed_form_expectation
FS0972,1000,0.95,24,60,high,0.2000,0.05,0.902500,30000.000000,3819.979167,26180.020833,0.872667,6000.000000,763.995833,4644.000000,591.332775,0.774000,uniform_ota_closed_form_expectation
FS0973,1000,0.95,72,7,low,0.0100,0.00,0.950000,3500.000000,2414.285714,1085.714286,0.310204,35.000000,24.142857,27.090000,18.686571,0.774000,uniform_ota_closed_form_expectation
FS0974,1000,0.95,72,7,low,0.0100,0.01,0.940500,3500.000000,2425.142857,1074.857143,0.307102,35.000000,24.251429,27.090000,18.770606,0.774000,uniform_ota_closed_form_expectation
FS0975,1000,0.95,72,7,low,0.0100,0.05,0.902500,3500.000000,2468.571429,1031.428571,0.294694,35.000000,24.685714,27.090000,19.106743,0.774000,uniform_ota_closed_form_expectation
FS0976,1000,0.95,72,7,medium,0.0500,0.00,0.950000,3500.000000,2414.285714,1085.714286,0.310204,175.000000,120.714286,135.450000,93.432857,0.774000,uniform_ota_closed_form_expectation
FS0977,1000,0.95,72,7,medium,0.0500,0.01,0.940500,3500.000000,2425.142857,1074.857143,0.307102,175.000000,121.257143,135.450000,93.853029,0.774000,uniform_ota_closed_form_expectation
FS0978,1000,0.95,72,7,medium,0.0500,0.05,0.902500,3500.000000,2468.571429,1031.428571,0.294694,175.000000,123.428571,135.450000,95.533714,0.774000,uniform_ota_closed_form_expectation
FS0979,1000,0.95,72,7,high,0.2000,0.00,0.950000,3500.000000,2414.285714,1085.714286,0.310204,700.000000,482.857143,541.800000,373.731429,0.774000,uniform_ota_closed_form_expectation
FS0980,1000,0.95,72,7,high,0.2000,0.01,0.940500,3500.000000,2425.142857,1074.857143,0.307102,700.000000,485.028571,541.800000,375.412114,0.774000,uniform_ota_closed_form_expectation
FS0981,1000,0.95,72,7,high,0.2000,0.05,0.902500,3500.000000,2468.571429,1031.428571,0.294694,700.000000,493.714286,541.800000,382.134857,0.774000,uniform_ota_closed_form_expectation
FS0982,1000,0.95,72,14,low,0.0100,0.00,0.950000,7000.000000,2894.642857,4105.357143,0.586480,70.000000,28.946429,54.180000,22.404536,0.774000,uniform_ota_closed_form_expectation
FS0983,1000,0.95,72,14,low,0.0100,0.01,0.940500,7000.000000,2935.696429,4064.303571,0.580615,70.000000,29.356964,54.180000,22.722290,0.774000,uniform_ota_closed_form_expectation
FS0984,1000,0.95,72,14,low,0.0100,0.05,0.902500,7000.000000,3099.910714,3900.089286,0.557156,70.000000,30.999107,54.180000,23.993309,0.774000,uniform_ota_closed_form_expectation
FS0985,1000,0.95,72,14,medium,0.0500,0.00,0.950000,7000.000000,2894.642857,4105.357143,0.586480,350.000000,144.732143,270.900000,112.022679,0.774000,uniform_ota_closed_form_expectation
FS0986,1000,0.95,72,14,medium,0.0500,0.01,0.940500,7000.000000,2935.696429,4064.303571,0.580615,350.000000,146.784821,270.900000,113.611452,0.774000,uniform_ota_closed_form_expectation
FS0987,1000,0.95,72,14,medium,0.0500,0.05,0.902500,7000.000000,3099.910714,3900.089286,0.557156,350.000000,154.995536,270.900000,119.966545,0.774000,uniform_ota_closed_form_expectation
FS0988,1000,0.95,72,14,high,0.2000,0.00,0.950000,7000.000000,2894.642857,4105.357143,0.586480,1400.000000,578.928571,1083.600000,448.090714,0.774000,uniform_ota_closed_form_expectation
FS0989,1000,0.95,72,14,high,0.2000,0.01,0.940500,7000.000000,2935.696429,4064.303571,0.580615,1400.000000,587.139286,1083.600000,454.445807,0.774000,uniform_ota_closed_form_expectation
FS0990,1000,0.95,72,14,high,0.2000,0.05,0.902500,7000.000000,3099.910714,3900.089286,0.557156,1400.000000,619.982143,1083.600000,479.866179,0.774000,uniform_ota_closed_form_expectation
FS0991,1000,0.95,72,30,low,0.0100,0.00,0.950000,15000.000000,3457.500000,11542.500000,0.769500,150.000000,34.575000,116.100000,26.761050,0.774000,uniform_ota_closed_form_expectation
FS0992,1000,0.95,72,30,low,0.0100,0.01,0.940500,15000.000000,3572.925000,11427.075000,0.761805,150.000000,35.729250,116.100000,27.654440,0.774000,uniform_ota_closed_form_expectation
FS0993,1000,0.95,72,30,low,0.0100,0.05,0.902500,15000.000000,4034.625000,10965.375000,0.731025,150.000000,40.346250,116.100000,31.227998,0.774000,uniform_ota_closed_form_expectation
FS0994,1000,0.95,72,30,medium,0.0500,0.00,0.950000,15000.000000,3457.500000,11542.500000,0.769500,750.000000,172.875000,580.500000,133.805250,0.774000,uniform_ota_closed_form_expectation
FS0995,1000,0.95,72,30,medium,0.0500,0.01,0.940500,15000.000000,3572.925000,11427.075000,0.761805,750.000000,178.646250,580.500000,138.272198,0.774000,uniform_ota_closed_form_expectation
FS0996,1000,0.95,72,30,medium,0.0500,0.05,0.902500,15000.000000,4034.625000,10965.375000,0.731025,750.000000,201.731250,580.500000,156.139988,0.774000,uniform_ota_closed_form_expectation
FS0997,1000,0.95,72,30,high,0.2000,0.00,0.950000,15000.000000,3457.500000,11542.500000,0.769500,3000.000000,691.500000,2322.000000,535.221000,0.774000,uniform_ota_closed_form_expectation
FS0998,1000,0.95,72,30,high,0.2000,0.01,0.940500,15000.000000,3572.925000,11427.075000,0.761805,3000.000000,714.585000,2322.000000,553.088790,0.774000,uniform_ota_closed_form_expectation
FS0999,1000,0.95,72,30,high,0.2000,0.05,0.902500,15000.000000,4034.625000,10965.375000,0.731025,3000.000000,806.925000,2322.000000,624.559950,0.774000,uniform_ota_closed_form_expectation
FS1000,1000,0.95,72,60,low,0.0100,0.00,0.950000,30000.000000,4278.750000,25721.250000,0.857375,300.000000,42.787500,232.200000,33.117525,0.774000,uniform_ota_closed_form_expectation
FS1001,1000,0.95,72,60,low,0.0100,0.01,0.940500,30000.000000,4535.962500,25464.037500,0.848801,300.000000,45.359625,232.200000,35.108350,0.774000,uniform_ota_closed_form_expectation
FS1002,1000,0.95,72,60,low,0.0100,0.05,0.902500,30000.000000,5564.812500,24435.187500,0.814506,300.000000,55.648125,232.200000,43.071649,0.774000,uniform_ota_closed_form_expectation
FS1003,1000,0.95,72,60,medium,0.0500,0.00,0.950000,30000.000000,4278.750000,25721.250000,0.857375,1500.000000,213.937500,1161.000000,165.587625,0.774000,uniform_ota_closed_form_expectation
FS1004,1000,0.95,72,60,medium,0.0500,0.01,0.940500,30000.000000,4535.962500,25464.037500,0.848801,1500.000000,226.798125,1161.000000,175.541749,0.774000,uniform_ota_closed_form_expectation
FS1005,1000,0.95,72,60,medium,0.0500,0.05,0.902500,30000.000000,5564.812500,24435.187500,0.814506,1500.000000,278.240625,1161.000000,215.358244,0.774000,uniform_ota_closed_form_expectation
FS1006,1000,0.95,72,60,high,0.2000,0.00,0.950000,30000.000000,4278.750000,25721.250000,0.857375,6000.000000,855.750000,4644.000000,662.350500,0.774000,uniform_ota_closed_form_expectation
FS1007,1000,0.95,72,60,high,0.2000,0.01,0.940500,30000.000000,4535.962500,25464.037500,0.848801,6000.000000,907.192500,4644.000000,702.166995,0.774000,uniform_ota_closed_form_expectation
FS1008,1000,0.95,72,60,high,0.2000,0.05,0.902500,30000.000000,5564.812500,24435.187500,0.814506,6000.000000,1112.962500,4644.000000,861.432975,0.774000,uniform_ota_closed_form_expectation
FS1009,1000,1.00,1,7,low,0.0100,0.00,1.000000,3500.000000,41.542659,3458.457341,0.988131,35.000000,0.415427,27.090000,0.321540,0.774000,uniform_ota_closed_form_expectation
FS1010,1000,1.00,1,7,low,0.0100,0.01,0.990000,3500.000000,76.127232,3423.872768,0.978249,35.000000,0.761272,27.090000,0.589225,0.774000,uniform_ota_closed_form_expectation
FS1011,1000,1.00,1,7,low,0.0100,0.05,0.950000,3500.000000,214.465526,3285.534474,0.938724,35.000000,2.144655,27.090000,1.659963,0.774000,uniform_ota_closed_form_expectation
FS1012,1000,1.00,1,7,medium,0.0500,0.00,1.000000,3500.000000,41.542659,3458.457341,0.988131,175.000000,2.077133,135.450000,1.607701,0.774000,uniform_ota_closed_form_expectation
FS1013,1000,1.00,1,7,medium,0.0500,0.01,0.990000,3500.000000,76.127232,3423.872768,0.978249,175.000000,3.806362,135.450000,2.946124,0.774000,uniform_ota_closed_form_expectation
FS1014,1000,1.00,1,7,medium,0.0500,0.05,0.950000,3500.000000,214.465526,3285.534474,0.938724,175.000000,10.723276,135.450000,8.299816,0.774000,uniform_ota_closed_form_expectation
FS1015,1000,1.00,1,7,high,0.2000,0.00,1.000000,3500.000000,41.542659,3458.457341,0.988131,700.000000,8.308532,541.800000,6.430804,0.774000,uniform_ota_closed_form_expectation
FS1016,1000,1.00,1,7,high,0.2000,0.01,0.990000,3500.000000,76.127232,3423.872768,0.978249,700.000000,15.225446,541.800000,11.784496,0.774000,uniform_ota_closed_form_expectation
FS1017,1000,1.00,1,7,high,0.2000,0.05,0.950000,3500.000000,214.465526,3285.534474,0.938724,700.000000,42.893105,541.800000,33.199263,0.774000,uniform_ota_closed_form_expectation
