run_id,trial,patch_trigger_ns,validation_complete_ns,scheduled_ns,patch_active_ns,first_protected_request_ns,first_protected_response_ns,rollback_start_ns,rollback_complete_ns,activation_latency_ms,validation_rtt_ms,scheduling_rtt_ms,application_rtt_ms,rollback_latency_ms,protected_response,protected,measurement_scope,pre_activation_warmup_response,task_period_us,task_jitter_us,cpu_load_pct,bus_load_pct,runtime_telemetry_status
patch_activation_20260710,14,2518097140057,2518099529121,2518103404480,2518107299185,2518120217397,2518123261923,2518123314932,2518509732519,10.159128,2.389064,2.769211,2.790513,386.417587,7F2E31,true,host_end_to_end_monotonic,500100321388,,,,,not_instrumented_in_current_firmware
patch_activation_20260710,15,2519652461723,2519654992565,2519658888737,2519662832331,2519675708988,2519678572135,2519678620745,2520084881742,10.370608,2.530842,2.765230,2.789744,406.260997,7F2E31,true,host_end_to_end_monotonic,500100321388,,,,,not_instrumented_in_current_firmware
patch_activation_20260710,16,2521229719339,2521232141579,2521236051509,2521239938113,2521252846338,2521255638038,2521255691816,2521657299848,10.218774,2.422240,2.794284,2.763973,401.608032,7F2E31,true,host_end_to_end_monotonic,500100321388,,,,,not_instrumented_in_current_firmware
patch_activation_20260710,17,2522802168824,2522805077927,2522808803826,2522812705934,2522825599632,2522828424367,2522828466901,2523232720952,10.537110,2.909103,2.617027,2.805110,404.254051,7F2E31,true,host_end_to_end_monotonic,500100321388,,,,,not_instrumented_in_current_firmware
patch_activation_20260710,18,2524366874603,2524369693820,2524373560589,2524377475199,2524390407869,2524393242452,2524393280446,2524788998628,10.600596,2.819217,2.761389,2.807205,395.718182,7F2E31,true,host_end_to_end_monotonic,500100321388,,,,,not_instrumented_in_current_firmware
patch_activation_20260710,19,2525934287321,2525936996119,2525940878532,2525944828343,2525957742645,2525960509761,2525960572688,2526355283835,10.541022,2.708798,2.755871,2.842196,394.711147,7F2E31,true,host_end_to_end_monotonic,500100321388,,,,,not_instrumented_in_current_firmware
patch_activation_20260710,20,2527505915347,2527508456805,2527512552793,2527516300622,2527529268004,2527531949983,2527531997685,2527930481949,10.385275,2.541458,2.990957,2.633509,398.484264,7F2E31,true,host_end_to_end_monotonic,500100321388,,,,,not_instrumented_in_current_firmware
patch_activation_20260710,21,2529065702628,2529068475122,2529072326805,2529076323758,2529089202721,2529092017748,2529092071177,2529497854574,10.621130,2.772494,2.747421,2.900513,405.783397,7F2E31,true,host_end_to_end_monotonic,500100321388,,,,,not_instrumented_in_current_firmware
patch_activation_20260710,22,2530641569034,2530644384969,2530648275903,2530652146513,2530665042797,2530667839735,2530667883177,2531064629801,10.577479,2.815935,2.784926,2.776475,396.746624,7F2E31,true,host_end_to_end_monotonic,500100321388,,,,,not_instrumented_in_current_firmware
patch_activation_20260710,23,2532207216762,2532210053720,2532213890527,2532217881195,2532230742628,2532233541661,2532233582519,2532629685702,10.664433,2.836958,2.734989,2.889898,396.103183,7F2E31,true,host_end_to_end_monotonic,500100321388,,,,,not_instrumented_in_current_firmware
