trial,mutation_kind,did_hex,data_hex,request_payload,request_can_data_hex,response_payload,response_class,response_sid,nrc,attack_pass,send_wall_iso,send_monotonic_ns,recv_monotonic_ns,latency_ms,observer_request_seen,observer_response_seen,observer_request_timestamp_us,observer_response_timestamp_us,observer_latency_ms,observer_consistent,consistency_note
481,target_did_random_data,0x1234,F5AEA508,2E1234F5AEA508,072E1234F5AEA508,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.301745+02:00,33790347018527,33790349595044,2.576517,true,true,221310505,221314582,4.077000,true,matched_request_response
482,unknown_did,0x2222,B3545CF5,2E2222B3545CF5,072E2222B3545CF5,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:36.316594+02:00,33790361849616,33790364087961,2.238345,true,true,221325321,221329394,4.073000,true,matched_request_response
483,target_did_random_data,0x1234,A4F618,2E1234A4F618,062E1234A4F61800,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.333838+02:00,33790379094351,33790381615763,2.521412,true,true,221342591,221346668,4.077000,true,matched_request_response
484,target_did_random_data,0x1234,47C5A2,2E123447C5A2,062E123447C5A200,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.348615+02:00,33790393870265,33790396216934,2.346669,true,true,221357331,221361406,4.075000,true,matched_request_response
485,target_did_random_data,0x1234,E4CCA523,2E1234E4CCA523,072E1234E4CCA523,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.363188+02:00,33790408443918,33790410940466,2.496548,true,true,221371890,221375965,4.075000,true,matched_request_response
486,unknown_did,0x2222,829738,2E2222829738,062E222282973800,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:36.377954+02:00,33790423210193,33790425640951,2.430758,true,true,221386661,221390740,4.079000,true,matched_request_response
487,target_did_random_data,0x1234,D7BC9F38,2E1234D7BC9F38,072E1234D7BC9F38,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.392710+02:00,33790437966621,33790440232833,2.266212,true,true,221401419,221405492,4.073000,true,matched_request_response
488,target_did_random_data,0x1234,3B3A1F09,2E12343B3A1F09,072E12343B3A1F09,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.407262+02:00,33790452517646,33790454866899,2.349253,true,true,221415947,221420026,4.079000,true,matched_request_response
489,target_did_random_data,0x1234,0CA864,2E12340CA864,062E12340CA86400,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.421966+02:00,33790467222321,33790469544616,2.322295,true,true,221430633,221434716,4.083000,true,matched_request_response
490,target_did_random_data,0x1234,DF,2E1234DF,042E1234DF000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.436842+02:00,33790482098457,33790485164003,3.065546,true,true,221445542,221449627,4.085000,true,matched_request_response
491,target_did_random_data,0x1234,63037271,2E123463037271,072E123463037271,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.452157+02:00,33790497412359,33790499743802,2.331443,true,true,221460801,221464880,4.079000,true,matched_request_response
492,read_only_did,0x1001,2E7451,2E10012E7451,062E10012E745100,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:36.466768+02:00,33790512023098,33790514459094,2.435996,true,true,221475408,221479488,4.080000,true,matched_request_response
493,target_did_random_data,0x1234,D7E9E4,2E1234D7E9E4,062E1234D7E9E400,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.481590+02:00,33790526845316,33790529090506,2.245190,true,true,221490220,221494301,4.081000,true,matched_request_response
494,target_did_random_data,0x1234,87184405,2E123487184405,072E123487184405,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.496130+02:00,33790541386074,33790543759492,2.373418,true,true,221504740,221508819,4.079000,true,matched_request_response
495,target_did_random_data,0x1234,3C39CCD8,2E12343C39CCD8,072E12343C39CCD8,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.510780+02:00,33790556036762,33790558385037,2.348275,true,true,221519409,221523481,4.072000,true,matched_request_response
496,target_did_random_data,0x1234,45A3A5,2E123445A3A5,062E123445A3A500,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.525415+02:00,33790570672783,33790573040335,2.367552,true,true,221534044,221538122,4.078000,true,matched_request_response
497,target_did_random_data,0x1234,B02AB4,2E1234B02AB4,062E1234B02AB400,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.540085+02:00,33790585339954,33790587703315,2.363361,true,true,221548672,221552751,4.079000,true,matched_request_response
498,target_did_random_data,0x1234,B1060BF4,2E1234B1060BF4,072E1234B1060BF4,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.554981+02:00,33790600247938,33790603271439,3.023501,true,true,221563729,221567813,4.084000,true,matched_request_response
499,target_did_random_data,0x1234,14,2E123414,042E123414000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.570514+02:00,33790615770735,33790618916179,3.145444,true,true,221579094,221583181,4.087000,true,matched_request_response
500,target_did_random_data,0x1234,BD,2E1234BD,042E1234BD000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.586223+02:00,33790631479030,33790634530748,3.051718,true,true,221594791,221598878,4.087000,true,matched_request_response
501,target_did_random_data,0x1234,F9804A,2E1234F9804A,062E1234F9804A00,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.601589+02:00,33790646846151,33790649218452,2.372301,true,true,221610149,221614227,4.078000,true,matched_request_response
502,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:36.616500+02:00,33790661755811,33790664823312,3.067501,true,true,221625048,221629138,4.090000,true,matched_request_response
503,target_did_random_data,0x1234,587DC508,2E1234587DC508,072E1234587DC508,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.631824+02:00,33790677079350,33790679450464,2.371114,true,true,221640349,221644426,4.077000,true,matched_request_response
504,read_only_did,0x1001,29F0,2E100129F0,052E100129F00000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:36.646487+02:00,33790691742819,33790694471451,2.728632,true,true,221655017,221659104,4.087000,true,matched_request_response
505,target_did_random_data,0x1234,D1598C05,2E1234D1598C05,072E1234D1598C05,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.661524+02:00,33790706779591,33790709918051,3.138460,true,true,221670032,221674111,4.079000,true,matched_request_response
506,target_did_random_data,0x1234,05,2E123405,042E123405000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.677011+02:00,33790722267048,33790725408441,3.141393,true,true,221685542,221689630,4.088000,true,matched_request_response
507,unknown_did,0x3333,BA,2E3333BA,042E3333BA000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:36.692449+02:00,33790737704638,33790739968196,2.263558,true,true,221700957,221705044,4.087000,true,matched_request_response
508,target_did_random_data,0x1234,E3F2D9,2E1234E3F2D9,062E1234E3F2D900,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.706987+02:00,33790752242114,33790754627195,2.385081,true,true,221715459,221719534,4.075000,true,matched_request_response
509,target_did_random_data,0x1234,AA,2E1234AA,042E1234AA000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.721624+02:00,33790766880160,33790769296461,2.416301,true,true,221730159,221734245,4.086000,true,matched_request_response
510,target_did_random_data,0x1234,A1FEDA,2E1234A1FEDA,062E1234A1FEDA00,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.736299+02:00,33790781553477,33790783984584,2.431107,true,true,221744754,221748833,4.079000,true,matched_request_response
511,target_did_random_data,0x1234,6A9D1856,2E12346A9D1856,072E12346A9D1856,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.751042+02:00,33790796296426,33790798622631,2.326205,true,true,221759474,221763546,4.072000,true,matched_request_response
512,unknown_did,0xF187,D762B6,2EF187D762B6,062EF187D762B600,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:36.766835+02:00,33790812091534,33790815272947,3.181413,true,true,221775301,221779378,4.077000,true,matched_request_response
513,target_did_random_data,0x1234,01C0AF30,2E123401C0AF30,072E123401C0AF30,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.782493+02:00,33790827749125,33790831200335,3.451210,true,true,221790933,221795012,4.079000,true,matched_request_response
514,target_did_random_data,0x1234,5EB5,2E12345EB5,052E12345EB50000,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.798561+02:00,33790843817383,33790846456477,2.639094,true,true,221806994,221811077,4.083000,true,matched_request_response
515,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:36.813720+02:00,33790858976935,33790862412291,3.435356,true,true,221822201,221826295,4.094000,true,matched_request_response
516,unknown_did,0x3333,0C,2E33330C,042E33330C000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:36.829482+02:00,33790874737751,33790877755386,3.017635,true,true,221837906,221841997,4.091000,true,matched_request_response
517,target_did_random_data,0x1234,8B0A,2E12348B0A,052E12348B0A0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.844802+02:00,33790890059265,33790894178717,4.119452,true,true,221853217,221857307,4.090000,true,matched_request_response
518,target_did_random_data,0x1234,6ACD,2E12346ACD,052E12346ACD0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.861276+02:00,33790906533720,33790908992764,2.459044,true,true,221869675,221873758,4.083000,true,matched_request_response
519,target_did_random_data,0x1234,5A8C1A,2E12345A8C1A,062E12345A8C1A00,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.876056+02:00,33790921312009,33790923570189,2.258180,true,true,221884438,221888514,4.076000,true,matched_request_response
520,target_did_random_data,0x1234,BA034D,2E1234BA034D,062E1234BA034D00,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.890555+02:00,33790935811211,33790938263690,2.452479,true,true,221898925,221903008,4.083000,true,matched_request_response
521,target_did_random_data,0x1234,5B5772,2E12345B5772,062E12345B577200,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.905277+02:00,33790950533696,33790952875965,2.342269,true,true,221913654,221917733,4.079000,true,matched_request_response
522,target_did_random_data,0x1234,CD,2E1234CD,042E1234CD000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.920173+02:00,33790965430156,33790968528108,3.097952,true,true,221928559,221932644,4.085000,true,matched_request_response
523,target_did_random_data,0x1234,11,2E123411,042E123411000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.935835+02:00,33790981092356,33790984149521,3.057165,true,true,221944229,221948318,4.089000,true,matched_request_response
524,read_only_did,0x1001,6E,2E10016E,042E10016E000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:36.951157+02:00,33790996412054,33790998769898,2.357844,true,true,221959508,221963597,4.089000,true,matched_request_response
525,target_did_random_data,0x1234,55729014,2E123455729014,072E123455729014,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.966052+02:00,33791011307955,33791014429235,3.121280,true,true,221974381,221978454,4.073000,true,matched_request_response
526,target_did_random_data,0x1234,88,2E123488,042E123488000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.981453+02:00,33791026709228,33791029128044,2.418816,true,true,221989795,221993882,4.087000,true,matched_request_response
527,target_did_random_data,0x1234,10C94F21,2E123410C94F21,072E123410C94F21,6E1234,positive,0x6E,,true,2026-06-20T19:29:36.996201+02:00,33791041456577,33791043684795,2.228218,true,true,222004506,222008579,4.073000,true,matched_request_response
528,target_did_random_data,0x1234,ED83C7,2E1234ED83C7,062E1234ED83C700,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.010675+02:00,33791055930916,33791058363071,2.432155,true,true,222018983,222023062,4.079000,true,matched_request_response
529,target_did_random_data,0x1234,3E35D3AA,2E12343E35D3AA,072E12343E35D3AA,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.025404+02:00,33791070660664,33791073027867,2.367203,true,true,222033709,222037783,4.074000,true,matched_request_response
530,target_did_random_data,0x1234,88E1,2E123488E1,052E123488E10000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.040023+02:00,33791085279156,33791087708796,2.429640,true,true,222048317,222052397,4.080000,true,matched_request_response
531,target_did_random_data,0x1234,9D7F,2E12349D7F,052E12349D7F0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.054816+02:00,33791100070784,33791102295999,2.225215,true,true,222063100,222067183,4.083000,true,matched_request_response
532,unknown_did,0x3333,6DC465FD,2E33336DC465FD,072E33336DC465FD,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:37.069331+02:00,33791114587306,33791116957233,2.369927,true,true,222077593,222081665,4.072000,true,matched_request_response
533,target_did_random_data,0x1234,83F37F,2E123483F37F,062E123483F37F00,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.084261+02:00,33791129518547,33791132616150,3.097603,true,true,222092553,222096630,4.077000,true,matched_request_response
534,target_did_random_data,0x1234,3B7D,2E12343B7D,052E12343B7D0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.099815+02:00,33791145070259,33791148298814,3.228555,true,true,222108069,222112152,4.083000,true,matched_request_response
535,target_did_random_data,0x1234,FE995D,2E1234FE995D,062E1234FE995D00,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.115407+02:00,33791160664433,33791163834811,3.170378,true,true,222123672,222127751,4.079000,true,matched_request_response
536,target_did_random_data,0x1234,21,2E123421,042E123421000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.131244+02:00,33791176501656,33791179460275,2.958619,true,true,222139497,222143582,4.085000,true,matched_request_response
537,target_did_random_data,0x1234,CCAD,2E1234CCAD,052E1234CCAD0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.146476+02:00,33791191731678,33791194180106,2.448428,true,true,222154687,222158770,4.083000,true,matched_request_response
538,target_did_random_data,0x1234,64398966,2E123464398966,072E123464398966,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.161366+02:00,33791206622411,33791209705208,3.082797,true,true,222169574,222173646,4.072000,true,matched_request_response
539,target_did_random_data,0x1234,CE9A8F,2E1234CE9A8F,062E1234CE9A8F00,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.176798+02:00,33791222054274,33791224402340,2.348066,true,true,222185007,222189085,4.078000,true,matched_request_response
540,target_did_random_data,0x1234,89,2E123489,042E123489000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.191599+02:00,33791236862595,33791239991906,3.129311,true,true,222199883,222203970,4.087000,true,matched_request_response
541,unknown_did,0x3333,EF,2E3333EF,042E3333EF000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:37.207031+02:00,33791252285658,33791254741559,2.455901,true,true,222215207,222219296,4.089000,true,matched_request_response
542,target_did_random_data,0x1234,D0D634,2E1234D0D634,062E1234D0D63400,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.221748+02:00,33791267023718,33791269276590,2.252872,true,true,222229920,222233999,4.079000,true,matched_request_response
543,target_did_random_data,0x1234,D1E4,2E1234D1E4,052E1234D1E40000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.236476+02:00,33791281732514,33791283933983,2.201469,true,true,222244639,222248722,4.083000,true,matched_request_response
544,target_did_random_data,0x1234,57F299,2E123457F299,062E123457F29900,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.251303+02:00,33791296558853,33791299635364,3.076511,true,true,222259435,222263511,4.076000,true,matched_request_response
545,target_did_random_data,0x1234,901BDC,2E1234901BDC,062E1234901BDC00,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.266666+02:00,33791311922202,33791314272713,2.350511,true,true,222274802,222278881,4.079000,true,matched_request_response
546,target_did_random_data,0x1234,8424,2E12348424,052E123484240000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.281361+02:00,33791326617868,33791328893997,2.276129,true,true,222289515,222293596,4.081000,true,matched_request_response
547,target_did_random_data,0x1234,C6DE99E6,2E1234C6DE99E6,072E1234C6DE99E6,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.295940+02:00,33791341195293,33791343543917,2.348624,true,true,222304034,222308109,4.075000,true,matched_request_response
548,target_did_random_data,0x1234,FE,2E1234FE,042E1234FE000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.310529+02:00,33791355784800,33791358150605,2.365805,true,true,222318643,222322729,4.086000,true,matched_request_response
549,target_did_random_data,0x1234,65,2E123465,042E123465000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.325157+02:00,33791370413139,33791372899979,2.486840,true,true,222333266,222337353,4.087000,true,matched_request_response
550,read_only_did,0x1001,DA6EC6,2E1001DA6EC6,062E1001DA6EC600,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:37.339914+02:00,33791385168589,33791387490604,2.322015,true,true,222347988,222352071,4.083000,true,matched_request_response
551,target_did_random_data,0x1234,EDE6EE,2E1234EDE6EE,062E1234EDE6EE00,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.354522+02:00,33791399776883,33791402154283,2.377400,true,true,222362577,222366653,4.076000,true,matched_request_response
552,target_did_random_data,0x1234,94BC81CA,2E123494BC81CA,072E123494BC81CA,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.369122+02:00,33791414377216,33791416744698,2.367482,true,true,222377167,222381242,4.075000,true,matched_request_response
553,target_did_random_data,0x1234,0CBD,2E12340CBD,052E12340CBD0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.383846+02:00,33791429102844,33791431437221,2.334377,true,true,222391931,222396018,4.087000,true,matched_request_response
554,target_did_random_data,0x1234,5459,2E12345459,052E123454590000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.398427+02:00,33791443681875,33791446087769,2.405894,true,true,222406462,222410542,4.080000,true,matched_request_response
555,target_did_random_data,0x1234,1B,2E12341B,042E12341B000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.413086+02:00,33791458341852,33791460728540,2.386688,true,true,222421127,222425214,4.087000,true,matched_request_response
556,unknown_did,0x3333,6F21,2E33336F21,052E33336F210000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:37.427954+02:00,33791473208629,33791476317686,3.109057,true,true,222435967,222440050,4.083000,true,matched_request_response
557,read_only_did,0x1001,75,2E100175,042E100175000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:37.443285+02:00,33791488539292,33791490964742,2.425450,true,true,222451312,222455400,4.088000,true,matched_request_response
558,target_did_random_data,0x1234,573AE7,2E1234573AE7,062E1234573AE700,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.458035+02:00,33791503294044,33791505628072,2.334028,true,true,222466058,222470137,4.079000,true,matched_request_response
559,target_did_random_data,0x1234,BA03B0C0,2E1234BA03B0C0,072E1234BA03B0C0,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.472658+02:00,33791517914351,33791520299084,2.384733,true,true,222480653,222484732,4.079000,true,matched_request_response
560,target_did_random_data,0x1234,DF75BC,2E1234DF75BC,062E1234DF75BC00,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.487356+02:00,33791532612811,33791534945512,2.332701,true,true,222495384,222499461,4.077000,true,matched_request_response
561,read_only_did,0x1001,4B5424,2E10014B5424,062E10014B542400,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:37.502215+02:00,33791547472394,33791550621820,3.149426,true,true,222510231,222514317,4.086000,true,matched_request_response
562,target_did_random_data,0x1234,91F735,2E123491F735,062E123491F73500,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.517649+02:00,33791562905445,33791565308965,2.403520,true,true,222525630,222529706,4.076000,true,matched_request_response
563,target_did_random_data,0x1234,7C76,2E12347C76,052E12347C760000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.532397+02:00,33791577654121,33791580884632,3.230511,true,true,222540392,222544473,4.081000,true,matched_request_response
564,target_did_random_data,0x1234,6E,2E12346E,042E12346E000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.548024+02:00,33791593281470,33791596480972,3.199502,true,true,222556011,222560098,4.087000,true,matched_request_response
565,target_did_random_data,0x1234,FA,2E1234FA,042E1234FA000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.563556+02:00,33791608811531,33791611140460,2.328929,true,true,222571517,222575601,4.084000,true,matched_request_response
566,unknown_did,0x3333,7D,2E33337D,042E33337D000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:37.578184+02:00,33791623440638,33791625751897,2.311259,true,true,222586130,222590216,4.086000,true,matched_request_response
567,unknown_did,0x2222,6C,2E22226C,042E22226C000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:37.592807+02:00,33791638064297,33791640426751,2.362454,true,true,222600745,222604831,4.086000,true,matched_request_response
568,target_did_random_data,0x1234,4D84,2E12344D84,052E12344D840000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.607476+02:00,33791652730211,33791655049013,2.318802,true,true,222615382,222619463,4.081000,true,matched_request_response
569,target_did_random_data,0x1234,39A70017,2E123439A70017,072E123439A70017,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.622041+02:00,33791667295972,33791669687968,2.391996,true,true,222629918,222633997,4.079000,true,matched_request_response
570,target_did_random_data,0x1234,47,2E123447,042E123447000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.636630+02:00,33791681884362,33791684345082,2.460720,true,true,222644564,222648649,4.085000,true,matched_request_response
571,target_did_random_data,0x1234,C7EBBA02,2E1234C7EBBA02,072E1234C7EBBA02,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.651357+02:00,33791696612644,33791698972163,2.359519,true,true,222659224,222663306,4.082000,true,matched_request_response
572,target_did_random_data,0x1234,A6,2E1234A6,042E1234A6000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.666182+02:00,33791711444710,33791714630942,3.186232,true,true,222674178,222678265,4.087000,true,matched_request_response
573,target_did_random_data,0x1234,DEA62F8D,2E1234DEA62F8D,072E1234DEA62F8D,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.681811+02:00,33791727075202,33791730178812,3.103610,true,true,222689783,222693858,4.075000,true,matched_request_response
574,target_did_random_data,0x1234,E911E4,2E1234E911E4,062E1234E911E400,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.697150+02:00,33791742404748,33791745337875,2.933127,true,true,222704976,222709055,4.079000,true,matched_request_response
575,target_did_random_data,0x1234,51FE44,2E123451FE44,062E123451FE4400,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.712358+02:00,33791757614307,33791760487510,2.873203,true,true,222720190,222724269,4.079000,true,matched_request_response
576,target_did_random_data,0x1234,DFEA,2E1234DFEA,052E1234DFEA0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.727537+02:00,33791772793414,33791776084548,3.291134,true,true,222735382,222739463,4.081000,true,matched_request_response
577,unknown_did,0x3333,644179,2E3333644179,062E333364417900,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:37.743152+02:00,33791788408053,33791790791388,2.383335,true,true,222750973,222755052,4.079000,true,matched_request_response
578,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:37.757821+02:00,33791803076760,33791805414140,2.337380,true,true,222765631,222769721,4.090000,true,matched_request_response
579,target_did_random_data,0x1234,95218BEA,2E123495218BEA,072E123495218BEA,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.772468+02:00,33791817723048,33791820125101,2.402053,true,true,222780257,222784333,4.076000,true,matched_request_response
580,target_did_random_data,0x1234,29,2E123429,042E123429000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.787190+02:00,33791832445742,33791834720964,2.275222,true,true,222794969,222799056,4.087000,true,matched_request_response
581,target_did_random_data,0x1234,6D4816,2E12346D4816,062E12346D481600,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.801851+02:00,33791847107256,33791849665754,2.558498,true,true,222809612,222813689,4.077000,true,matched_request_response
582,target_did_random_data,0x1234,7FA4,2E12347FA4,052E12347FA40000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.817191+02:00,33791862445323,33791864977909,2.532586,true,true,222824931,222829014,4.083000,true,matched_request_response
583,target_did_random_data,0x1234,1CCC1A99,2E12341CCC1A99,072E12341CCC1A99,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.832147+02:00,33791877409948,33791880588776,3.178828,true,true,222840014,222844089,4.075000,true,matched_request_response
584,target_did_random_data,0x1234,A12A68AC,2E1234A12A68AC,072E1234A12A68AC,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.847575+02:00,33791892830567,33791895249522,2.418955,true,true,222855300,222859372,4.072000,true,matched_request_response
585,target_did_random_data,0x1234,EA23,2E1234EA23,052E1234EA230000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.862381+02:00,33791907645103,33791910855150,3.210047,true,true,222870266,222874350,4.084000,true,matched_request_response
586,target_did_random_data,0x1234,ECCC,2E1234ECCC,052E1234ECCC0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.877823+02:00,33791923077525,33791925529794,2.452269,true,true,222885533,222889614,4.081000,true,matched_request_response
587,read_only_did,0x1001,7321,2E10017321,052E100173210000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:37.892617+02:00,33791937872715,33791940261917,2.389202,true,true,222900387,222904472,4.085000,true,matched_request_response
588,target_did_random_data,0x1234,3CDA13,2E12343CDA13,062E12343CDA1300,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.907267+02:00,33791952522146,33791954864624,2.342478,true,true,222914945,222919023,4.078000,true,matched_request_response
589,target_did_random_data,0x1234,3195,2E12343195,052E123431950000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.921841+02:00,33791967097615,33791969539687,2.442072,true,true,222929534,222933615,4.081000,true,matched_request_response
590,target_did_random_data,0x1234,2D,2E12342D,042E12342D000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.936567+02:00,33791981824081,33791984117251,2.293170,true,true,222944262,222948349,4.087000,true,matched_request_response
591,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:37.951092+02:00,33791996346261,33791998816409,2.470148,true,true,222958748,222962839,4.091000,true,matched_request_response
592,target_did_random_data,0x1234,39BC1E,2E123439BC1E,062E123439BC1E00,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.965937+02:00,33792011192784,33792015573512,4.380728,true,true,222973591,222977668,4.077000,true,matched_request_response
593,target_did_random_data,0x1234,8D83,2E12348D83,052E12348D830000,6E1234,positive,0x6E,,true,2026-06-20T19:29:37.982664+02:00,33792027920484,33792031204005,3.283521,true,true,222990316,222994396,4.080000,true,matched_request_response
594,read_only_did,0x1001,C4CE,2E1001C4CE,052E1001C4CE0000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:37.999609+02:00,33792044865670,33792047746485,2.880815,true,true,223007312,223011397,4.085000,true,matched_request_response
595,target_did_random_data,0x1234,B3053DDC,2E1234B3053DDC,072E1234B3053DDC,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.015400+02:00,33792060668181,33792063218508,2.550327,true,true,223023155,223027234,4.079000,true,matched_request_response
596,target_did_random_data,0x1234,97,2E123497,042E123497000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.030324+02:00,33792075587968,33792077837627,2.249659,true,true,223038063,223042150,4.087000,true,matched_request_response
597,target_did_random_data,0x1234,40390E,2E123440390E,062E123440390E00,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.045037+02:00,33792090291736,33792092553617,2.261881,true,true,223052627,223056708,4.081000,true,matched_request_response
598,target_did_random_data,0x1234,9301C336,2E12349301C336,072E12349301C336,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.059890+02:00,33792105160259,33792108502097,3.341838,true,true,223067691,223071770,4.079000,true,matched_request_response
599,target_did_random_data,0x1234,756BCF6C,2E1234756BCF6C,072E1234756BCF6C,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.075665+02:00,33792120920516,33792123925859,3.005343,true,true,223083232,223087309,4.077000,true,matched_request_response
