trial,mutation_kind,did_hex,data_hex,request_payload,request_can_data_hex,response_payload,response_class,response_sid,nrc,attack_pass,send_wall_iso,send_monotonic_ns,recv_monotonic_ns,latency_ms,observer_request_seen,observer_response_seen,observer_request_timestamp_us,observer_response_timestamp_us,observer_latency_ms,observer_consistent,consistency_note
600,target_did_random_data,0x1234,65AB76,2E123465AB76,062E123465AB7600,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.091306+02:00,33792136562602,33792139435736,2.873134,true,true,223098893,223102971,4.078000,true,matched_request_response
601,target_did_random_data,0x1234,2BA800C9,2E12342BA800C9,072E12342BA800C9,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.106494+02:00,33792151748136,33792154132030,2.383894,true,true,223114039,223118118,4.079000,true,matched_request_response
602,unknown_did,0x2222,A1B81A,2E2222A1B81A,062E2222A1B81A00,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:38.121092+02:00,33792166347281,33792168695137,2.347856,true,true,223128635,223132713,4.078000,true,matched_request_response
603,target_did_random_data,0x1234,B4E5,2E1234B4E5,052E1234B4E50000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.135671+02:00,33792180926591,33792183366359,2.439768,true,true,223143216,223147301,4.085000,true,matched_request_response
604,target_did_random_data,0x1234,888813F3,2E1234888813F3,072E1234888813F3,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.150516+02:00,33792195782892,33792198926660,3.143768,true,true,223158190,223162265,4.075000,true,matched_request_response
605,target_did_random_data,0x1234,C587,2E1234C587,052E1234C5870000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.166054+02:00,33792211318680,33792213859717,2.541037,true,true,223173721,223177804,4.083000,true,matched_request_response
606,unknown_did,0x2222,EB18,2E2222EB18,052E2222EB180000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:38.180858+02:00,33792226114289,33792228280138,2.165849,true,true,223188371,223192452,4.081000,true,matched_request_response
607,target_did_random_data,0x1234,3A,2E12343A,042E12343A000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.195288+02:00,33792240544837,33792243114300,2.569463,true,true,223202789,223206876,4.087000,true,matched_request_response
608,target_did_random_data,0x1234,B90E2A04,2E1234B90E2A04,072E1234B90E2A04,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.210098+02:00,33792255353995,33792257593388,2.239393,true,true,223217573,223221654,4.081000,true,matched_request_response
609,target_did_random_data,0x1234,496B2E,2E1234496B2E,062E1234496B2E00,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.224639+02:00,33792269896010,33792272202869,2.306859,true,true,223232134,223236212,4.078000,true,matched_request_response
610,unknown_did,0x2222,9EAB0DFE,2E22229EAB0DFE,072E22229EAB0DFE,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:38.239259+02:00,33792284515898,33792286952104,2.436206,true,true,223246717,223250797,4.080000,true,matched_request_response
611,target_did_random_data,0x1234,6E09,2E12346E09,052E12346E090000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.254060+02:00,33792299317024,33792301506411,2.189387,true,true,223261533,223265617,4.084000,true,matched_request_response
612,target_did_random_data,0x1234,5FB148,2E12345FB148,062E12345FB14800,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.268526+02:00,33792313781236,33792316175956,2.394720,true,true,223275970,223280049,4.079000,true,matched_request_response
613,target_did_random_data,0x1234,8EEE57DD,2E12348EEE57DD,072E12348EEE57DD,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.283199+02:00,33792328454762,33792330885940,2.431178,true,true,223290616,223294689,4.073000,true,matched_request_response
614,target_did_random_data,0x1234,9D,2E12349D,042E12349D000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.298113+02:00,33792343382372,33792346501765,3.119393,true,true,223305706,223309793,4.087000,true,matched_request_response
615,target_did_random_data,0x1234,ECCD45,2E1234ECCD45,062E1234ECCD4500,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.313481+02:00,33792358737200,33792361446555,2.709355,true,true,223320883,223324962,4.079000,true,matched_request_response
616,target_did_random_data,0x1234,9B33F709,2E12349B33F709,072E12349B33F709,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.329988+02:00,33792375243154,33792377828750,2.585596,true,true,223337380,223341457,4.077000,true,matched_request_response
617,target_did_random_data,0x1234,E7,2E1234E7,042E1234E7000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.345280+02:00,33792390536033,33792393336880,2.800847,true,true,223352680,223356766,4.086000,true,matched_request_response
618,target_did_random_data,0x1234,BDEBE766,2E1234BDEBE766,072E1234BDEBE766,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.360358+02:00,33792405613801,33792408182426,2.568625,true,true,223367733,223371808,4.075000,true,matched_request_response
619,target_did_random_data,0x1234,BBF4ED29,2E1234BBF4ED29,072E1234BBF4ED29,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.375287+02:00,33792420543924,33792423965242,3.421318,true,true,223382673,223386748,4.075000,true,matched_request_response
620,read_only_did,0x1001,E5,2E1001E5,042E1001E5000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:38.391023+02:00,33792436278759,33792439248064,2.969305,true,true,223398393,223402482,4.089000,true,matched_request_response
621,target_did_random_data,0x1234,C8C6D91A,2E1234C8C6D91A,072E1234C8C6D91A,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.406309+02:00,33792451566890,33792453969432,2.402542,true,true,223413665,223417740,4.075000,true,matched_request_response
622,target_did_random_data,0x1234,39451D,2E123439451D,062E123439451D00,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.421064+02:00,33792466320594,33792468519898,2.199304,true,true,223428414,223432490,4.076000,true,matched_request_response
623,read_only_did,0x1001,98A8,2E100198A8,052E100198A80000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:38.435509+02:00,33792480766018,33792483175335,2.409317,true,true,223442850,223446937,4.087000,true,matched_request_response
624,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:38.450248+02:00,33792495504287,33792497865344,2.361057,true,true,223457589,223461677,4.088000,true,matched_request_response
625,target_did_random_data,0x1234,E99A,2E1234E99A,052E1234E99A0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.464906+02:00,33792510163147,33792512446540,2.283393,true,true,223472253,223476337,4.084000,true,matched_request_response
626,unknown_did,0x2222,130F,2E2222130F,052E2222130F0000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:38.479554+02:00,33792524810902,33792527171958,2.361056,true,true,223486888,223490975,4.087000,true,matched_request_response
627,target_did_random_data,0x1234,12C1,2E123412C1,052E123412C10000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.494216+02:00,33792539472136,33792541775503,2.303367,true,true,223501537,223505616,4.079000,true,matched_request_response
628,target_did_random_data,0x1234,76AD9593,2E123476AD9593,072E123476AD9593,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.508824+02:00,33792554082176,33792556436528,2.354352,true,true,223516122,223520197,4.075000,true,matched_request_response
629,target_did_random_data,0x1234,FD,2E1234FD,042E1234FD000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.523424+02:00,33792568680344,33792571199311,2.518967,true,true,223530725,223534811,4.086000,true,matched_request_response
630,target_did_random_data,0x1234,B62E,2E1234B62E,052E1234B62E0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.538222+02:00,33792583477629,33792585681193,2.203564,true,true,223545497,223549578,4.081000,true,matched_request_response
631,target_did_random_data,0x1234,38D00E,2E123438D00E,062E123438D00E00,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.552690+02:00,33792597945333,33792600363240,2.417907,true,true,223559966,223564049,4.083000,true,matched_request_response
632,target_did_random_data,0x1234,13,2E123413,042E123413000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.567374+02:00,33792612630034,33792615065122,2.435088,true,true,223574644,223578731,4.087000,true,matched_request_response
633,target_did_random_data,0x1234,9CF7C8,2E12349CF7C8,062E12349CF7C800,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.582101+02:00,33792627356919,33792629645969,2.289050,true,true,223589354,223593430,4.076000,true,matched_request_response
634,target_did_random_data,0x1234,1C1C,2E12341C1C,052E12341C1C0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.596628+02:00,33792641884267,33792644308111,2.423844,true,true,223603925,223608008,4.083000,true,matched_request_response
635,target_did_random_data,0x1234,2C2D,2E12342C2D,052E12342C2D0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.611337+02:00,33792656593901,33792661193373,4.599472,true,true,223618592,223622673,4.081000,true,matched_request_response
636,unknown_did,0xF187,20BE,2EF18720BE,052EF18720BE0000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:38.630654+02:00,33792675910620,33792678571226,2.660606,true,true,223637903,223641986,4.083000,true,matched_request_response
637,target_did_random_data,0x1234,DE,2E1234DE,042E1234DE000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.645622+02:00,33792690877759,33792693170650,2.292891,true,true,223652902,223656988,4.086000,true,matched_request_response
638,target_did_random_data,0x1234,FF331C2E,2E1234FF331C2E,072E1234FF331C2E,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.660342+02:00,33792705605063,33792708728926,3.123863,true,true,223667680,223671754,4.074000,true,matched_request_response
639,target_did_random_data,0x1234,CF7ECE,2E1234CF7ECE,062E1234CF7ECE00,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.675746+02:00,33792721023866,33792723395888,2.372022,true,true,223682974,223687053,4.079000,true,matched_request_response
640,read_only_did,0x1001,AFF899,2E1001AFF899,062E1001AFF89900,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:38.690391+02:00,33792735646338,33792738590081,2.943743,true,true,223697581,223701662,4.081000,true,matched_request_response
641,unknown_did,0xF187,578FEE,2EF187578FEE,062EF187578FEE00,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:38.705678+02:00,33792750933840,33792753713595,2.779755,true,true,223712848,223716927,4.079000,true,matched_request_response
642,target_did_random_data,0x1234,9028,2E12349028,052E123490280000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.720849+02:00,33792766106662,33792768349896,2.243234,true,true,223728040,223732122,4.082000,true,matched_request_response
643,target_did_random_data,0x1234,15F6690E,2E123415F6690E,072E123415F6690E,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.735712+02:00,33792780969039,33792783966909,2.997870,true,true,223742926,223747005,4.079000,true,matched_request_response
644,target_did_random_data,0x1234,21,2E123421,042E123421000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.751198+02:00,33792796454122,33792799572957,3.118835,true,true,223758345,223762430,4.085000,true,matched_request_response
645,target_did_random_data,0x1234,E02E60,2E1234E02E60,062E1234E02E6000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.766871+02:00,33792812127078,33792815270357,3.143279,true,true,223774007,223778086,4.079000,true,matched_request_response
646,target_did_random_data,0x1234,FF,2E1234FF,042E1234FF000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.782316+02:00,33792827572141,33792829908125,2.335984,true,true,223789443,223793528,4.085000,true,matched_request_response
647,target_did_random_data,0x1234,6705,2E12346705,052E123467050000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.797185+02:00,33792842441992,33792845500274,3.058282,true,true,223804318,223808402,4.084000,true,matched_request_response
648,target_did_random_data,0x1234,E582F03A,2E1234E582F03A,072E1234E582F03A,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.812491+02:00,33792857746953,33792860122257,2.375304,true,true,223819579,223823652,4.073000,true,matched_request_response
649,target_did_random_data,0x1234,377F5455,2E1234377F5455,072E1234377F5455,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.827143+02:00,33792872399667,33792874747384,2.347717,true,true,223834239,223838316,4.077000,true,matched_request_response
650,target_did_random_data,0x1234,332E,2E1234332E,052E1234332E0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.841816+02:00,33792887071726,33792889441373,2.369647,true,true,223848889,223852972,4.083000,true,matched_request_response
651,target_did_random_data,0x1234,CE,2E1234CE,042E1234CE000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.856548+02:00,33792901804688,33792904177198,2.372510,true,true,223863613,223867697,4.084000,true,matched_request_response
652,target_did_random_data,0x1234,D91EE2,2E1234D91EE2,062E1234D91EE200,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.871205+02:00,33792916460265,33792918712089,2.251824,true,true,223878250,223882330,4.080000,true,matched_request_response
653,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:38.885952+02:00,33792931208172,33792934364582,3.156410,true,true,223893010,223897101,4.091000,true,matched_request_response
654,target_did_random_data,0x1234,11,2E123411,042E123411000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.901679+02:00,33792946936442,33792949953518,3.017076,true,true,223908756,223912843,4.087000,true,matched_request_response
655,unknown_did,0xF187,F3E2,2EF187F3E2,052EF187F3E20000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:38.917221+02:00,33792962476281,33792965600563,3.124282,true,true,223924248,223928332,4.084000,true,matched_request_response
656,target_did_random_data,0x1234,5E,2E12345E,042E12345E000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.932642+02:00,33792977897808,33792980293715,2.395907,true,true,223939696,223943783,4.087000,true,matched_request_response
657,target_did_random_data,0x1234,4D516B93,2E12344D516B93,072E12344D516B93,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.947316+02:00,33792992572032,33792994940282,2.368250,true,true,223954299,223958372,4.073000,true,matched_request_response
658,target_did_random_data,0x1234,EE71,2E1234EE71,052E1234EE710000,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.961960+02:00,33793007215806,33793009571205,2.355399,true,true,223968951,223973033,4.082000,true,matched_request_response
659,read_only_did,0x1001,2D,2E10012D,042E10012D000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:38.976927+02:00,33793022184063,33793025333418,3.149355,true,true,223983933,223988024,4.091000,true,matched_request_response
660,target_did_random_data,0x1234,18D3E9,2E123418D3E9,062E123418D3E900,6E1234,positive,0x6E,,true,2026-06-20T19:29:38.992367+02:00,33793037623469,33793039821306,2.197837,true,true,223999336,224003413,4.077000,true,matched_request_response
661,target_did_random_data,0x1234,2A,2E12342A,042E12342A000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:39.006823+02:00,33793052078322,33793054543722,2.465400,true,true,224013795,224017882,4.087000,true,matched_request_response
662,unknown_did,0x2222,8DAC,2E22228DAC,052E22228DAC0000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:39.021694+02:00,33793066950198,33793070144182,3.193984,true,true,224028664,224032746,4.082000,true,matched_request_response
663,target_did_random_data,0x1234,71,2E123471,042E123471000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:39.037457+02:00,33793082725821,33793085954935,3.229114,true,true,224044638,224048725,4.087000,true,matched_request_response
664,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:39.053542+02:00,33793098798059,33793101328830,2.530771,true,true,224060493,224064582,4.089000,true,matched_request_response
665,unknown_did,0xF187,C4,2EF187C4,042EF187C4000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:39.068395+02:00,33793113651218,33793116031201,2.379983,true,true,224075361,224079444,4.083000,true,matched_request_response
666,target_did_random_data,0x1234,9B270EF5,2E12349B270EF5,072E12349B270EF5,6E1234,positive,0x6E,,true,2026-06-20T19:29:39.083039+02:00,33793128294223,33793130676372,2.382149,true,true,224089939,224094018,4.079000,true,matched_request_response
667,target_did_random_data,0x1234,9B01,2E12349B01,052E12349B010000,6E1234,positive,0x6E,,true,2026-06-20T19:29:39.097693+02:00,33793142948403,33793145330761,2.382358,true,true,224104608,224108693,4.085000,true,matched_request_response
668,target_did_random_data,0x1234,FF,2E1234FF,042E1234FF000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:39.112345+02:00,33793157601187,33793159962173,2.360986,true,true,224119246,224123333,4.087000,true,matched_request_response
669,target_did_random_data,0x1234,B945F7,2E1234B945F7,062E1234B945F700,6E1234,positive,0x6E,,true,2026-06-20T19:29:39.127012+02:00,33793172269685,33793174592677,2.322992,true,true,224133907,224137986,4.079000,true,matched_request_response
670,target_did_random_data,0x1234,C30577F5,2E1234C30577F5,072E1234C30577F5,6E1234,positive,0x6E,,true,2026-06-20T19:29:39.141604+02:00,33793186859750,33793189452890,2.593140,true,true,224148468,224152545,4.077000,true,matched_request_response
671,unknown_did,0x3333,2A53C0DA,2E33332A53C0DA,072E33332A53C0DA,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:39.156487+02:00,33793201742382,33793204919394,3.177012,true,true,224163336,224167408,4.072000,true,matched_request_response
