run_id,trial,patch_state,warmup,step,request_payload,response_payload,send_monotonic_ns,recv_monotonic_ns,latency_ms,response_class,nrc,timeout
real_can_latency_20260716_final_firmware,211,before,false,enter_extended_session,1003,500300321388,542898382437608,542898385665701,3.228093,positive,,false
real_can_latency_20260716_final_firmware,211,before,false,request_security_seed,2701,670112D3,542898411844047,542898414745706,2.901659,positive,,false
real_can_latency_20260716_final_firmware,211,before,false,send_security_key,2702B789,6702,542898441188886,542898444050038,2.861152,positive,,false
real_can_latency_20260716_final_firmware,211,before,false,read_target_before,221234,62123400D2,542898470312750,542898473665928,3.353178,positive,,false
real_can_latency_20260716_final_firmware,211,before,false,write_target,2E123400D3,6E1234,542898499914183,542898502685590,2.771407,positive,,false
real_can_latency_20260716_final_firmware,211,before,false,read_target_after,221234,62123400D3,542898529123882,542898531971345,2.847463,positive,,false
real_can_latency_20260716_final_firmware,212,before,false,session_reset,1001,500100321388,542898558351878,542898561246204,2.894326,positive,,false
real_can_latency_20260716_final_firmware,212,before,false,enter_extended_session,1003,500300321388,542898587675207,542898590522320,2.847113,positive,,false
real_can_latency_20260716_final_firmware,212,before,false,request_security_seed,2701,670112D4,542898616774138,542898620060408,3.286270,positive,,false
real_can_latency_20260716_final_firmware,212,before,false,send_security_key,2702B78E,6702,542898646333178,542898649152146,2.818968,positive,,false
real_can_latency_20260716_final_firmware,212,before,false,read_target_before,221234,62123400D3,542898675408853,542898678378326,2.969473,positive,,false
real_can_latency_20260716_final_firmware,212,before,false,write_target,2E123400D4,6E1234,542898704794339,542898707718207,2.923868,positive,,false
real_can_latency_20260716_final_firmware,212,before,false,read_target_after,221234,62123400D4,542898734027783,542898737037625,3.009842,positive,,false
real_can_latency_20260716_final_firmware,213,before,false,session_reset,1001,500100321388,542898763434012,542898766512367,3.078355,positive,,false
real_can_latency_20260716_final_firmware,213,before,false,enter_extended_session,1003,500300321388,542898792765442,542898795666682,2.901240,positive,,false
real_can_latency_20260716_final_firmware,213,before,false,request_security_seed,2701,670112D5,542898822263581,542898824889860,2.626279,positive,,false
real_can_latency_20260716_final_firmware,213,before,false,send_security_key,2702B78F,6702,542898851177924,542898854363554,3.185630,positive,,false
real_can_latency_20260716_final_firmware,213,before,false,read_target_before,221234,62123400D4,542898880628572,542898883705042,3.076470,positive,,false
real_can_latency_20260716_final_firmware,213,before,false,write_target,2E123400D5,6E1234,542898909982840,542898912868994,2.886154,positive,,false
real_can_latency_20260716_final_firmware,213,before,false,read_target_after,221234,62123400D5,542898939271877,542898942143085,2.871208,positive,,false
real_can_latency_20260716_final_firmware,214,before,false,session_reset,1001,500100321388,542898968509372,542898971359139,2.849767,positive,,false
real_can_latency_20260716_final_firmware,214,before,false,enter_extended_session,1003,500300321388,542898997625903,542899000650900,3.024997,positive,,false
real_can_latency_20260716_final_firmware,214,before,false,request_security_seed,2701,670112D6,542899026907536,542899030192270,3.284734,positive,,false
real_can_latency_20260716_final_firmware,214,before,false,send_security_key,2702B78C,6702,542899056472792,542899059266897,2.794105,positive,,false
real_can_latency_20260716_final_firmware,214,before,false,read_target_before,221234,62123400D5,542899085823917,542899088586942,2.763025,positive,,false
real_can_latency_20260716_final_firmware,214,before,false,write_target,2E123400D6,6E1234,542899115090884,542899117870183,2.779299,positive,,false
real_can_latency_20260716_final_firmware,214,before,false,read_target_after,221234,62123400D6,542899144230323,542899147379217,3.148894,positive,,false
real_can_latency_20260716_final_firmware,215,before,false,session_reset,1001,500100321388,542899173758912,542899176663504,2.904592,positive,,false
real_can_latency_20260716_final_firmware,215,before,false,enter_extended_session,1003,500300321388,542899202932153,542899205888288,2.956135,positive,,false
real_can_latency_20260716_final_firmware,215,before,false,request_security_seed,2701,670112D7,542899232155889,542899235049936,2.894047,positive,,false
real_can_latency_20260716_final_firmware,215,before,false,send_security_key,2702B78D,6702,542899261397155,542899264572379,3.175224,positive,,false
real_can_latency_20260716_final_firmware,215,before,false,read_target_before,221234,62123400D6,542899290831181,542899293858064,3.026883,positive,,false
real_can_latency_20260716_final_firmware,215,before,false,write_target,2E123400D7,6E1234,542899320149620,542899323034657,2.885037,positive,,false
real_can_latency_20260716_final_firmware,215,before,false,read_target_after,221234,62123400D7,542899349293040,542899352273060,2.980020,positive,,false
real_can_latency_20260716_final_firmware,216,before,false,session_reset,1001,500100321388,542899378828055,542899381521100,2.693045,positive,,false
real_can_latency_20260716_final_firmware,216,before,false,enter_extended_session,1003,500300321388,542899407786886,542899411067359,3.280473,positive,,false
real_can_latency_20260716_final_firmware,216,before,false,request_security_seed,2701,670112D8,542899437323018,542899440120475,2.797457,positive,,false
real_can_latency_20260716_final_firmware,216,before,false,send_security_key,2702B782,6702,542899466394991,542899469514273,3.119282,positive,,false
real_can_latency_20260716_final_firmware,216,before,false,read_target_before,221234,62123400D7,542899495746395,542899498743805,2.997410,positive,,false
real_can_latency_20260716_final_firmware,216,before,false,write_target,2E123400D8,6E1234,542899525049191,542899528241525,3.192334,positive,,false
real_can_latency_20260716_final_firmware,216,before,false,read_target_after,221234,62123400D8,542899554486638,542899557519527,3.032889,positive,,false
real_can_latency_20260716_final_firmware,217,before,false,session_reset,1001,500100321388,542899583896289,542899586665810,2.769521,positive,,false
real_can_latency_20260716_final_firmware,217,before,false,enter_extended_session,1003,500300321388,542899613166679,542899615923978,2.757299,positive,,false
real_can_latency_20260716_final_firmware,217,before,false,request_security_seed,2701,670112D9,542899642190741,542899645183961,2.993220,positive,,false
real_can_latency_20260716_final_firmware,217,before,false,send_security_key,2702B783,6702,542899671463435,542899674718696,3.255261,positive,,false
real_can_latency_20260716_final_firmware,217,before,false,read_target_before,221234,62123400D8,542899700992025,542899704047472,3.055447,positive,,false
real_can_latency_20260716_final_firmware,217,before,false,write_target,2E123400D9,6E1234,542899730295379,542899733106734,2.811355,positive,,false
real_can_latency_20260716_final_firmware,217,before,false,read_target_after,221234,62123400D9,542899759348984,542899762375657,3.026673,positive,,false
real_can_latency_20260716_final_firmware,218,before,false,session_reset,1001,500100321388,542899788981007,542899791688509,2.707502,positive,,false
real_can_latency_20260716_final_firmware,218,before,false,enter_extended_session,1003,500300321388,542899817960860,542899821085938,3.125078,positive,,false
real_can_latency_20260716_final_firmware,218,before,false,request_security_seed,2701,670112DA,542899847290404,542899850306322,3.015918,positive,,false
real_can_latency_20260716_final_firmware,218,before,false,send_security_key,2702B780,6702,542899876533067,542899879599828,3.066761,positive,,false
real_can_latency_20260716_final_firmware,218,before,false,read_target_before,221234,62123400D9,542899906056698,542899908885443,2.828745,positive,,false
real_can_latency_20260716_final_firmware,218,before,false,write_target,2E123400DA,6E1234,542899935163102,542899938213521,3.050419,positive,,false
real_can_latency_20260716_final_firmware,218,before,false,read_target_after,221234,62123400DA,542899964433072,542899967675343,3.242271,positive,,false
real_can_latency_20260716_final_firmware,219,before,false,session_reset,1001,500100321388,542899994040721,542899996814362,2.773641,positive,,false
real_can_latency_20260716_final_firmware,219,before,false,enter_extended_session,1003,500300321388,542900023041247,542900026077069,3.035822,positive,,false
real_can_latency_20260716_final_firmware,219,before,false,request_security_seed,2701,670112DB,542900052314639,542900055335096,3.020457,positive,,false
real_can_latency_20260716_final_firmware,219,before,false,send_security_key,2702B781,6702,542900081605003,542900084871228,3.266225,positive,,false
real_can_latency_20260716_final_firmware,219,before,false,read_target_before,221234,62123400DA,542900111165090,542900114118989,2.953899,positive,,false
real_can_latency_20260716_final_firmware,219,before,false,write_target,2E123400DB,6E1234,542900140380724,542900143308853,2.928129,positive,,false
real_can_latency_20260716_final_firmware,219,before,false,read_target_after,221234,62123400DB,542900169865943,542900172571071,2.705128,positive,,false
real_can_latency_20260716_final_firmware,220,before,false,session_reset,1001,500100321388,542900199046168,542900201822184,2.776016,positive,,false
real_can_latency_20260716_final_firmware,220,before,false,enter_extended_session,1003,500300321388,542900228069671,542900231161296,3.091625,positive,,false
real_can_latency_20260716_final_firmware,220,before,false,request_security_seed,2701,670112DC,542900257391184,542900260427495,3.036311,positive,,false
real_can_latency_20260716_final_firmware,220,before,false,send_security_key,2702B786,6702,542900286682874,542900289830511,3.147637,positive,,false
real_can_latency_20260716_final_firmware,220,before,false,read_target_before,221234,62123400DB,542900316071294,542900319085466,3.014172,positive,,false
real_can_latency_20260716_final_firmware,220,before,false,write_target,2E123400DC,6E1234,542900345544290,542900348358718,2.814428,positive,,false
real_can_latency_20260716_final_firmware,220,before,false,read_target_after,221234,62123400DC,542900374612212,542900377871943,3.259731,positive,,false
real_can_latency_20260716_final_firmware,221,before,false,session_reset,1001,500100321388,542900404264489,542900406994899,2.730410,positive,,false
real_can_latency_20260716_final_firmware,221,before,false,enter_extended_session,1003,500300321388,542900433272976,542900436237003,2.964027,positive,,false
real_can_latency_20260716_final_firmware,221,before,false,request_security_seed,2701,670112DD,542900462448592,542900465544687,3.096095,positive,,false
real_can_latency_20260716_final_firmware,221,before,false,send_security_key,2702B787,6702,542900491781140,542900494845946,3.064806,positive,,false
real_can_latency_20260716_final_firmware,221,before,false,read_target_before,221234,62123400DC,542900521104398,542900524340732,3.236334,positive,,false
real_can_latency_20260716_final_firmware,221,before,false,write_target,2E123400DD,6E1234,542900550563845,542900553467180,2.903335,positive,,false
real_can_latency_20260716_final_firmware,221,before,false,read_target_after,221234,62123400DD,542900579886475,542900582735335,2.848860,positive,,false
real_can_latency_20260716_final_firmware,222,before,false,session_reset,1001,500100321388,542900609064116,542900612225861,3.161745,positive,,false
real_can_latency_20260716_final_firmware,222,before,false,enter_extended_session,1003,500300321388,542900638448834,542900641494434,3.045600,positive,,false
real_can_latency_20260716_final_firmware,222,before,false,request_security_seed,2701,670112DE,542900667725439,542900670637924,2.912485,positive,,false
real_can_latency_20260716_final_firmware,222,before,false,send_security_key,2702B784,6702,542900696878148,542900699913621,3.035473,positive,,false
real_can_latency_20260716_final_firmware,222,before,false,read_target_before,221234,62123400DD,542900726216422,542900729219279,3.002857,positive,,false
real_can_latency_20260716_final_firmware,222,before,false,write_target,2E123400DE,6E1234,542900755487719,542900758509853,3.022134,positive,,false
real_can_latency_20260716_final_firmware,222,before,false,read_target_after,221234,62123400DE,542900784722629,542900787807549,3.084920,positive,,false
real_can_latency_20260716_final_firmware,223,before,false,session_reset,1001,500100321388,542900814204844,542900817131506,2.926662,positive,,false
real_can_latency_20260716_final_firmware,223,before,false,enter_extended_session,1003,500300321388,542900843551150,542900846389254,2.838104,positive,,false
real_can_latency_20260716_final_firmware,223,before,false,request_security_seed,2701,670112DF,542900872589320,542900875894028,3.304708,positive,,false
real_can_latency_20260716_final_firmware,223,before,false,send_security_key,2702B785,6702,542900902158836,542900905306612,3.147776,positive,,false
real_can_latency_20260716_final_firmware,223,before,false,read_target_before,221234,62123400DE,542900931534824,542900934312795,2.777971,positive,,false
real_can_latency_20260716_final_firmware,223,before,false,write_target,2E123400DF,6E1234,542900960532836,542900963614753,3.081917,positive,,false
real_can_latency_20260716_final_firmware,223,before,false,read_target_after,221234,62123400DF,542900989816564,542900992864678,3.048114,positive,,false
real_can_latency_20260716_final_firmware,224,before,false,session_reset,1001,500100321388,542901019257015,542901022136883,2.879868,positive,,false
real_can_latency_20260716_final_firmware,224,before,false,enter_extended_session,1003,500300321388,542901048350358,542901051531030,3.180672,positive,,false
real_can_latency_20260716_final_firmware,224,before,false,request_security_seed,2701,670112E0,542901077766993,542901080944871,3.177878,positive,,false
real_can_latency_20260716_final_firmware,224,before,false,send_security_key,2702B7BA,6702,542901107371289,542901110069014,2.697725,positive,,false
real_can_latency_20260716_final_firmware,224,before,false,read_target_before,221234,62123400DF,542901136430551,542901139352324,2.921773,positive,,false
real_can_latency_20260716_final_firmware,224,before,false,write_target,2E123400E0,6E1234,542901165575297,542901168882310,3.307013,positive,,false
real_can_latency_20260716_final_firmware,224,before,false,read_target_after,221234,62123400E0,542901195151378,542901198271148,3.119770,positive,,false
real_can_latency_20260716_final_firmware,225,before,false,session_reset,1001,500100321388,542901224810568,542901227294163,2.483595,positive,,false
real_can_latency_20260716_final_firmware,225,before,false,enter_extended_session,1003,500300321388,542901253718067,542901256540736,2.822669,positive,,false
real_can_latency_20260716_final_firmware,225,before,false,request_security_seed,2701,670112E1,542901282762313,542901286076938,3.314625,positive,,false
real_can_latency_20260716_final_firmware,225,before,false,send_security_key,2702B7BB,6702,542901312311924,542901315212116,2.900192,positive,,false
real_can_latency_20260716_final_firmware,225,before,false,read_target_before,221234,62123400E0,542901341433064,542901344567571,3.134507,positive,,false
real_can_latency_20260716_final_firmware,225,before,false,write_target,2E123400E1,6E1234,542901371084572,542901373831954,2.747382,positive,,false
real_can_latency_20260716_final_firmware,225,before,false,read_target_after,221234,62123400E1,542901400124907,542901403265630,3.140723,positive,,false
real_can_latency_20260716_final_firmware,226,before,false,session_reset,1001,500100321388,542901429604259,542901432492159,2.887900,positive,,false
real_can_latency_20260716_final_firmware,226,before,false,enter_extended_session,1003,500300321388,542901458745443,542901461878972,3.133529,positive,,false
real_can_latency_20260716_final_firmware,226,before,false,request_security_seed,2701,670112E2,542901488291981,542901490936907,2.644926,positive,,false
real_can_latency_20260716_final_firmware,226,before,false,send_security_key,2702B7B8,6702,542901517441477,542901520226851,2.785374,positive,,false
real_can_latency_20260716_final_firmware,226,before,false,read_target_before,221234,62123400E1,542901546481881,542901549633220,3.151339,positive,,false
real_can_latency_20260716_final_firmware,226,before,false,write_target,2E123400E2,6E1234,542901575882104,542901579066407,3.184303,positive,,false
real_can_latency_20260716_final_firmware,226,before,false,read_target_after,221234,62123400E2,542901605329678,542901608164220,2.834542,positive,,false
real_can_latency_20260716_final_firmware,227,before,false,session_reset,1001,500100321388,542901634711393,542901637380413,2.669020,positive,,false
real_can_latency_20260716_final_firmware,227,before,false,enter_extended_session,1003,500300321388,542901663613513,542901666670707,3.057194,positive,,false
