vehicle_id,hotpatch_capable,ota_only_protected_min,hotpatch_first_protected_min,exposure_reduction_min,ota_only_ota_finished_min,hotpatch_first_ota_finished_min
vehicle-0567,true,15725,371,15354,15725,15725
vehicle-0568,true,15745,532,15213,15745,15745
vehicle-0569,true,15803,923,14880,15803,15803
vehicle-0570,true,15751,937,14814,15751,15751
vehicle-0571,true,15799,788,15011,15799,15799
vehicle-0572,true,15788,536,15252,15788,15788
vehicle-0573,true,15750,477,15273,15750,15750
vehicle-0574,true,14412,472,13940,14412,14412
vehicle-0575,true,15709,835,14874,15709,15709
vehicle-0576,true,14425,435,13990,14425,14425
vehicle-0577,true,15730,747,14983,15730,15730
vehicle-0578,true,15823,791,15032,15823,15823
vehicle-0579,true,15805,520,15285,15805,15805
vehicle-0580,true,15807,782,15025,15807,15807
vehicle-0581,true,14426,439,13987,14426,14426
vehicle-0582,true,15721,430,15291,15721,15721
vehicle-0583,true,14440,656,13784,14440,14440
vehicle-0584,true,15793,447,15346,15793,15793
vehicle-0585,true,15768,678,15090,15768,15768
vehicle-0586,true,15734,555,15179,15734,15734
vehicle-0587,true,15832,1162,14670,15832,15832
vehicle-0588,true,14471,546,13925,14471,14471
vehicle-0589,true,15800,420,15380,15800,15800
vehicle-0590,true,15720,746,14974,15720,15720
vehicle-0591,true,15787,525,15262,15787,15787
vehicle-0592,true,15779,761,15018,15779,15779
vehicle-0593,true,15839,671,15168,15839,15839
vehicle-0594,true,15807,626,15181,15807,15807
vehicle-0595,true,15840,795,15045,15840,15840
vehicle-0596,true,17165,720,16445,17165,17165
vehicle-0597,true,15819,467,15352,15819,15819
vehicle-0598,true,17291,927,16364,17291,17291
vehicle-0599,true,17295,459,16836,17295,17295
vehicle-0600,true,15824,967,14857,15824,15824
vehicle-0601,true,15832,1051,14781,15832,15832
vehicle-0602,true,15833,878,14955,15833,15833
vehicle-0603,true,17148,438,16710,17148,17148
vehicle-0604,true,15848,529,15319,15848,15848
vehicle-0605,true,17249,1185,16064,17249,17249
vehicle-0606,true,17238,538,16700,17238,17238
vehicle-0607,true,15838,831,15007,15838,15838
vehicle-0608,true,17208,541,16667,17208,17208
vehicle-0609,true,15838,728,15110,15838,15838
vehicle-0610,true,15844,507,15337,15844,15844
vehicle-0611,true,15845,505,15340,15845,15845
vehicle-0612,true,17249,957,16292,17249,17249
vehicle-0613,true,15848,424,15424,15848,15848
vehicle-0614,true,15850,595,15255,15850,15850
vehicle-0615,true,17276,581,16695,17276,17276
vehicle-0616,true,15852,693,15159,15852,15852
vehicle-0617,true,15852,458,15394,15852,15852
vehicle-0618,true,17185,912,16273,17185,17185
vehicle-0619,true,17178,652,16526,17178,17178
vehicle-0620,true,15864,455,15409,15864,15864
vehicle-0621,true,17271,744,16527,17271,17271
vehicle-0622,true,17167,948,16219,17167,17167
vehicle-0623,true,17156,404,16752,17156,17156
vehicle-0624,true,15869,907,14962,15869,15869
vehicle-0625,true,17197,789,16408,17197,17197
vehicle-0626,true,17207,378,16829,17207,17207
vehicle-0627,true,17217,493,16724,17217,17217
vehicle-0628,true,17280,405,16875,17280,17280
vehicle-0629,true,15877,802,15075,15877,15877
vehicle-0630,true,17197,576,16621,17197,17197
vehicle-0631,true,15877,406,15471,15877,15877
vehicle-0632,true,17283,579,16704,17283,17283
vehicle-0633,true,17282,648,16634,17282,17282
vehicle-0634,true,17147,416,16731,17147,17147
vehicle-0635,true,17215,627,16588,17215,17215
vehicle-0636,true,17173,630,16543,17173,17173
vehicle-0637,true,17255,568,16687,17255,17255
vehicle-0638,true,17264,410,16854,17264,17264
vehicle-0639,true,17172,354,16818,17172,17172
vehicle-0640,true,17242,755,16487,17242,17242
vehicle-0641,true,17268,716,16552,17268,17268
vehicle-0642,true,17234,877,16357,17234,17234
vehicle-0643,true,17230,427,16803,17230,17230
vehicle-0644,true,17244,438,16806,17244,17244
vehicle-0645,true,17269,769,16500,17269,17269
vehicle-0646,true,17170,549,16621,17170,17170
vehicle-0647,true,17209,1058,16151,17209,17209
vehicle-0648,true,17180,954,16226,17180,17180
vehicle-0649,true,17269,976,16293,17269,17269
vehicle-0650,true,17278,457,16821,17278,17278
vehicle-0651,true,17225,822,16403,17225,17225
vehicle-0652,true,18612,872,17740,18612,18612
vehicle-0653,true,17268,561,16707,17268,17268
vehicle-0654,true,18687,402,18285,18687,18687
vehicle-0655,true,18735,456,18279,18735,18735
vehicle-0656,true,17293,647,16646,17293,17293
vehicle-0657,true,17287,519,16768,17287,17287
vehicle-0658,true,18587,717,17870,18587,18587
vehicle-0659,true,18682,478,18204,18682,18682
vehicle-0660,true,18633,548,18085,18633,18633
vehicle-0661,true,18694,427,18267,18694,18694
vehicle-0662,true,18600,445,18155,18600,18600
vehicle-0663,true,17270,820,16450,17270,17270
vehicle-0664,true,17293,557,16736,17293,17293
vehicle-0665,true,18697,818,17879,18697,18697
vehicle-0666,true,17294,844,16450,17294,17294
vehicle-0667,true,18732,971,17761,18732,18732
vehicle-0668,true,18689,567,18122,18689,18689
vehicle-0669,true,18703,927,17776,18703,18703
vehicle-0670,true,18623,658,17965,18623,18623
vehicle-0671,true,17300,874,16426,17300,17300
vehicle-0672,true,18734,705,18029,18734,18734
vehicle-0673,true,18603,396,18207,18603,18603
vehicle-0674,true,18688,475,18213,18688,18688
vehicle-0675,true,18678,436,18242,18678,18678
vehicle-0676,true,17309,659,16650,17309,17309
vehicle-0677,true,18732,447,18285,18732,18732
vehicle-0678,true,18685,576,18109,18685,18685
vehicle-0679,true,17313,593,16720,17313,17313
vehicle-0680,true,17313,776,16537,17313,17313
vehicle-0681,true,17314,563,16751,17314,17314
vehicle-0682,true,18725,668,18057,18725,18725
vehicle-0683,true,17314,585,16729,17314,17314
vehicle-0684,true,17315,644,16671,17315,17315
vehicle-0685,true,17323,643,16680,17323,17323
vehicle-0686,true,18729,555,18174,18729,18729
vehicle-0687,true,18705,1011,17694,18705,18705
vehicle-0688,true,18604,418,18186,18604,18604
vehicle-0689,true,18641,559,18082,18641,18641
vehicle-0690,true,18720,728,17992,18720,18720
vehicle-0691,true,18640,463,18177,18640,18640
vehicle-0692,true,18614,382,18232,18614,18614
vehicle-0693,true,18720,466,18254,18720,18720
vehicle-0694,true,18597,478,18119,18597,18597
vehicle-0695,true,18681,453,18228,18681,18681
vehicle-0696,true,18615,460,18155,18615,18615
vehicle-0697,true,18666,396,18270,18666,18666
vehicle-0698,true,18636,1073,17563,18636,18636
vehicle-0699,true,18589,441,18148,18589,18589
vehicle-0700,true,18730,410,18320,18730,18730
vehicle-0701,true,18693,739,17954,18693,18693
vehicle-0702,true,18692,753,17939,18692,18692
vehicle-0703,true,18700,421,18279,18700,18700
vehicle-0704,true,18663,795,17868,18663,18663
vehicle-0705,true,20133,1002,19131,20133,20133
vehicle-0706,true,20066,966,19100,20066,20066
vehicle-0707,true,18726,521,18205,18726,18726
vehicle-0708,true,20130,549,19581,20130,20130
vehicle-0709,true,18708,642,18066,18708,18708
vehicle-0710,true,20157,491,19666,20157,20157
vehicle-0711,true,20062,636,19426,20062,20062
vehicle-0712,true,18711,503,18208,18711,18711
vehicle-0713,true,18733,467,18266,18733,18733
vehicle-0714,true,18737,1017,17720,18737,18737
vehicle-0715,true,20140,589,19551,20140,20140
vehicle-0716,true,18738,549,18189,18738,18738
vehicle-0717,true,20028,494,19534,20028,20028
vehicle-0718,true,20059,899,19160,20059,20059
vehicle-0719,true,18745,439,18306,18745,18745
vehicle-0720,true,18750,755,17995,18750,18750
vehicle-0721,true,20145,494,19651,20145,20145
vehicle-0722,true,20043,485,19558,20043,20043
vehicle-0723,true,20096,906,19190,20096,20096
vehicle-0724,true,20068,1014,19054,20068,20068
vehicle-0725,true,20113,563,19550,20113,20113
vehicle-0726,true,20066,590,19476,20066,20066
vehicle-0727,true,20172,933,19239,20172,20172
vehicle-0728,true,20094,419,19675,20094,20094
vehicle-0729,true,20105,1168,18937,20105,20105
vehicle-0730,true,18753,516,18237,18753,18753
vehicle-0731,true,20147,552,19595,20147,20147
vehicle-0732,true,20048,607,19441,20048,20048
vehicle-0733,true,20047,657,19390,20047,20047
vehicle-0734,true,20035,493,19542,20035,20035
vehicle-0735,true,20121,786,19335,20121,20121
vehicle-0736,true,18756,540,18216,18756,18756
vehicle-0737,true,20025,504,19521,20025,20025
vehicle-0738,true,20055,506,19549,20055,20055
vehicle-0739,true,20087,494,19593,20087,20087
vehicle-0740,true,20164,559,19605,20164,20164
vehicle-0741,true,20027,693,19334,20027,20027
vehicle-0742,true,20150,724,19426,20150,20150
vehicle-0743,true,20175,569,19606,20175,20175
vehicle-0744,true,20071,817,19254,20071,20071
vehicle-0745,true,20080,518,19562,20080,20080
vehicle-0746,true,18782,483,18299,18782,18782
vehicle-0747,true,20100,512,19588,20100,20100
vehicle-0748,true,20046,454,19592,20046,20046
vehicle-0749,true,20108,477,19631,20108,20108
vehicle-0750,true,20134,509,19625,20134,20134
vehicle-0751,true,20086,783,19303,20086,20086
vehicle-0752,true,20105,668,19437,20105,20105
vehicle-0753,true,20089,449,19640,20089,20089
vehicle-0754,true,20091,626,19465,20091,20091
vehicle-0755,true,20116,654,19462,20116,20116
vehicle-0756,true,20125,513,19612,20125,20125
vehicle-0757,true,20161,449,19712,20161,20161
vehicle-0758,true,20163,464,19699,20163,20163
vehicle-0759,true,20131,784,19347,20131,20131
vehicle-0760,true,21472,1003,20469,21472,21472
vehicle-0761,true,21598,1164,20434,21598,21598
vehicle-0762,true,21562,441,21121,21562,21562
vehicle-0763,true,21558,489,21069,21558,21558
vehicle-0764,true,20161,734,19427,20161,20161
vehicle-0765,true,20134,491,19643,20134,20134
vehicle-0766,true,20156,510,19646,20156,20156
vehicle-0767,true,21508,399,21109,21508,21508
vehicle-0768,true,21570,828,20742,21570,21570
vehicle-0769,true,20140,430,19710,20140,20140
vehicle-0770,true,21511,497,21014,21511,21511
vehicle-0771,true,21486,564,20922,21486,21486
vehicle-0772,true,21519,1139,20380,21519,21519
vehicle-0773,true,20174,406,19768,20174,20174
vehicle-0774,true,21602,905,20697,21602,21602
vehicle-0775,true,20161,608,19553,20161,20161
vehicle-0776,true,21579,474,21105,21579,21579
vehicle-0777,true,21590,762,20828,21590,21590
vehicle-0778,true,21612,526,21086,21612,21612
vehicle-0779,true,21490,449,21041,21490,21490
vehicle-0780,true,21511,1025,20486,21511,21511
vehicle-0781,true,21574,507,21067,21574,21574
vehicle-0782,true,21568,573,20995,21568,21568
vehicle-0783,true,20170,817,19353,20170,20170
vehicle-0784,true,21545,610,20935,21545,21545
vehicle-0785,true,21564,405,21159,21564,21564
vehicle-0786,true,20176,819,19357,20176,20176
vehicle-0787,true,21566,440,21126,21566,21566
vehicle-0788,true,20179,511,19668,20179,20179
vehicle-0789,true,21559,1015,20544,21559,21559
vehicle-0790,true,21476,754,20722,21476,21476
vehicle-0791,true,21589,556,21033,21589,21589
vehicle-0792,true,20179,565,19614,20179,20179
vehicle-0793,true,21495,764,20731,21495,21495
vehicle-0794,true,21561,592,20969,21561,21561
vehicle-0795,true,21505,393,21112,21505,21505
vehicle-0796,true,21592,440,21152,21592,21592
vehicle-0797,true,20185,854,19331,20185,20185
vehicle-0798,true,21522,375,21147,21522,21522
vehicle-0799,true,21519,443,21076,21519,21519
vehicle-0800,true,21477,788,20689,21477,21477
vehicle-0801,true,21615,459,21156,21615,21615
vehicle-0802,true,21575,496,21079,21575,21575
vehicle-0803,true,21555,679,20876,21555,21555
vehicle-0804,true,20224,819,19405,20224,20224
vehicle-0805,true,21509,403,21106,21509,21509
vehicle-0806,true,21554,549,21005,21554,21554
vehicle-0807,true,22973,822,22151,22973,22973
vehicle-0808,true,22928,503,22425,22928,22928
vehicle-0809,true,21577,692,20885,21577,21577
vehicle-0810,true,21564,440,21124,21564,21564
vehicle-0811,true,21599,1234,20365,21599,21599
vehicle-0812,true,22928,584,22344,22928,22928
vehicle-0813,true,21600,445,21155,21600,21600
vehicle-0814,true,21604,532,21072,21604,21604
vehicle-0815,true,22935,1023,21912,22935,22935
vehicle-0816,true,21606,582,21024,21606,21606
vehicle-0817,true,21609,707,20902,21609,21609
vehicle-0818,true,22956,672,22284,22956,22956
vehicle-0819,true,21609,431,21178,21609,21609
vehicle-0820,true,21611,416,21195,21611,21611
vehicle-0821,true,22986,459,22527,22986,22986
vehicle-0822,true,22981,559,22422,22981,22981
vehicle-0823,true,23048,437,22611,23048,23048
vehicle-0824,true,22905,576,22329,22905,22905
vehicle-0825,true,22936,435,22501,22936,22936
vehicle-0826,true,23030,774,22256,23030,23030
vehicle-0827,true,23010,733,22277,23010,23010
vehicle-0828,true,22939,443,22496,22939,22939
vehicle-0829,true,22996,716,22280,22996,22996
vehicle-0830,true,21613,483,21130,21613,21613
vehicle-0831,true,21620,1056,20564,21620,21620
vehicle-0832,true,21622,534,21088,21622,21622
vehicle-0833,true,23026,664,22362,23026,23026
vehicle-0834,true,23026,519,22507,23026,23026
vehicle-0835,true,23054,646,22408,23054,23054
vehicle-0836,true,21634,584,21050,21634,21634
vehicle-0837,true,23045,689,22356,23045,23045
vehicle-0838,true,21637,423,21214,21637,21637
vehicle-0839,true,21644,465,21179,21644,21644
vehicle-0840,true,22937,668,22269,22937,22937
vehicle-0841,true,22933,980,21953,22933,22933
vehicle-0842,true,21645,678,20967,21645,21645
vehicle-0843,true,23038,789,22249,23038,23038
vehicle-0844,true,22940,471,22469,22940,22940
vehicle-0845,true,22997,592,22405,22997,22997
vehicle-0846,true,21649,596,21053,21649,21649
vehicle-0847,true,22906,798,22108,22906,22906
vehicle-0848,true,22957,561,22396,22957,22957
vehicle-0849,true,23025,403,22622,23025,23025
vehicle-0850,false,22930,22930,0,22930,22930
vehicle-0851,false,23022,23022,0,23022,23022
vehicle-0852,false,22967,22967,0,22967,22967
vehicle-0853,false,22911,22911,0,22911,22911
vehicle-0854,false,21654,21654,0,21654,21654
vehicle-0855,false,22932,22932,0,22932,22932
vehicle-0856,false,23040,23040,0,23040,23040
vehicle-0857,false,22928,22928,0,22928,22928
vehicle-0858,false,22983,22983,0,22983,22983
vehicle-0859,false,22951,22951,0,22951,22951
vehicle-0860,false,23014,23014,0,23014,23014
vehicle-0861,false,22944,22944,0,22944,22944
vehicle-0862,false,22936,22936,0,22936,22936
vehicle-0863,false,23020,23020,0,23020,23020
vehicle-0864,false,22973,22973,0,22973,22973
vehicle-0865,false,22977,22977,0,22977,22977
vehicle-0866,false,22988,22988,0,22988,22988
vehicle-0867,false,24356,24356,0,24356,24356
vehicle-0868,false,24413,24413,0,24413,24413
vehicle-0869,false,22989,22989,0,22989,22989
vehicle-0870,false,23053,23053,0,23053,23053
vehicle-0871,false,22996,22996,0,22996,22996
vehicle-0872,false,23018,23018,0,23018,23018
vehicle-0873,false,24373,24373,0,24373,24373
vehicle-0874,false,24451,24451,0,24451,24451
vehicle-0875,false,24350,24350,0,24350,24350
vehicle-0876,false,23044,23044,0,23044,23044
vehicle-0877,false,23022,23022,0,23022,23022
vehicle-0878,false,23033,23033,0,23033,23033
vehicle-0879,false,24373,24373,0,24373,24373
vehicle-0880,false,24446,24446,0,24446,24446
vehicle-0881,false,24396,24396,0,24396,24396
vehicle-0882,false,24457,24457,0,24457,24457
vehicle-0883,false,23039,23039,0,23039,23039
vehicle-0884,false,24418,24418,0,24418,24418
vehicle-0885,false,23041,23041,0,23041,23041
vehicle-0886,false,24493,24493,0,24493,24493
vehicle-0887,false,24446,24446,0,24446,24446
vehicle-0888,false,23059,23059,0,23059,23059
vehicle-0889,false,24455,24455,0,24455,24455
vehicle-0890,false,24379,24379,0,24379,24379
vehicle-0891,false,24383,24383,0,24383,24383
vehicle-0892,false,24488,24488,0,24488,24488
vehicle-0893,false,23063,23063,0,23063,23063
vehicle-0894,false,24424,24424,0,24424,24424
vehicle-0895,false,24470,24470,0,24470,24470
vehicle-0896,false,24455,24455,0,24455,24455
vehicle-0897,false,24459,24459,0,24459,24459
vehicle-0898,false,23065,23065,0,23065,23065
vehicle-0899,false,24409,24409,0,24409,24409
vehicle-0900,false,24385,24385,0,24385,24385
vehicle-0901,false,24356,24356,0,24356,24356
vehicle-0902,false,24354,24354,0,24354,24354
vehicle-0903,false,23067,23067,0,23067,23067
vehicle-0904,false,24417,24417,0,24417,24417
vehicle-0905,false,24467,24467,0,24467,24467
vehicle-0906,false,23078,23078,0,23078,23078
vehicle-0907,false,24492,24492,0,24492,24492
vehicle-0908,false,24351,24351,0,24351,24351
vehicle-0909,false,24492,24492,0,24492,24492
vehicle-0910,false,24453,24453,0,24453,24453
vehicle-0911,false,24492,24492,0,24492,24492
vehicle-0912,false,24471,24471,0,24471,24471
vehicle-0913,false,24394,24394,0,24394,24394
vehicle-0914,false,24436,24436,0,24436,24436
vehicle-0915,false,24412,24412,0,24412,24412
vehicle-0916,false,24458,24458,0,24458,24458
vehicle-0917,false,24380,24380,0,24380,24380
vehicle-0918,false,24488,24488,0,24488,24488
vehicle-0919,false,24474,24474,0,24474,24474
vehicle-0920,false,23084,23084,0,23084,23084
vehicle-0921,false,24472,24472,0,24472,24472
vehicle-0922,false,24463,24463,0,24463,24463
vehicle-0923,false,24356,24356,0,24356,24356
vehicle-0924,false,24463,24463,0,24463,24463
vehicle-0925,false,25894,25894,0,25894,25894
vehicle-0926,false,25811,25811,0,25811,25811
vehicle-0927,false,25877,25877,0,25877,25877
vehicle-0928,false,24498,24498,0,24498,24498
vehicle-0929,false,24500,24500,0,24500,24500
vehicle-0930,false,25872,25872,0,25872,25872
vehicle-0931,false,25785,25785,0,25785,25785
vehicle-0932,false,25882,25882,0,25882,25882
vehicle-0933,false,24500,24500,0,24500,24500
vehicle-0934,false,25884,25884,0,25884,25884
vehicle-0935,false,25932,25932,0,25932,25932
vehicle-0936,false,25885,25885,0,25885,25885
vehicle-0937,false,25793,25793,0,25793,25793
vehicle-0938,false,25931,25931,0,25931,25931
vehicle-0939,false,25872,25872,0,25872,25872
vehicle-0940,false,25865,25865,0,25865,25865
vehicle-0941,false,25867,25867,0,25867,25867
vehicle-0942,false,25901,25901,0,25901,25901
vehicle-0943,false,24503,24503,0,24503,24503
vehicle-0944,false,24508,24508,0,24508,24508
vehicle-0945,false,25928,25928,0,25928,25928
vehicle-0946,false,24508,24508,0,24508,24508
vehicle-0947,false,25789,25789,0,25789,25789
vehicle-0948,false,25844,25844,0,25844,25844
vehicle-0949,false,25928,25928,0,25928,25928
vehicle-0950,false,25902,25902,0,25902,25902
vehicle-0951,false,24516,24516,0,24516,24516
vehicle-0952,false,25878,25878,0,25878,25878
vehicle-0953,false,24517,24517,0,24517,24517
vehicle-0954,false,25894,25894,0,25894,25894
vehicle-0955,false,25785,25785,0,25785,25785
vehicle-0956,false,25867,25867,0,25867,25867
vehicle-0957,false,25802,25802,0,25802,25802
vehicle-0958,false,24519,24519,0,24519,24519
vehicle-0959,false,25788,25788,0,25788,25788
vehicle-0960,false,25877,25877,0,25877,25877
vehicle-0961,false,25805,25805,0,25805,25805
vehicle-0962,false,25928,25928,0,25928,25928
vehicle-0963,false,25796,25796,0,25796,25796
vehicle-0964,false,25889,25889,0,25889,25889
vehicle-0965,false,25883,25883,0,25883,25883
vehicle-0966,false,25917,25917,0,25917,25917
vehicle-0967,false,25833,25833,0,25833,25833
vehicle-0968,false,25824,25824,0,25824,25824
vehicle-0969,false,25846,25846,0,25846,25846
vehicle-0970,false,25869,25869,0,25869,25869
vehicle-0971,false,25921,25921,0,25921,25921
vehicle-0972,false,25932,25932,0,25932,25932
vehicle-0973,false,25878,25878,0,25878,25878
vehicle-0974,false,25891,25891,0,25891,25891
vehicle-0975,false,25934,25934,0,25934,25934
vehicle-0976,false,25914,25914,0,25914,25914
vehicle-0977,false,25922,25922,0,25922,25922
vehicle-0978,false,27313,27313,0,27313,27313
vehicle-0979,false,27284,27284,0,27284,27284
vehicle-0980,false,27257,27257,0,27257,27257
vehicle-0981,false,27279,27279,0,27279,27279
vehicle-0982,false,27325,27325,0,27325,27325
vehicle-0983,false,25923,25923,0,25923,25923
vehicle-0984,false,27303,27303,0,27303,27303
vehicle-0985,false,25923,25923,0,25923,25923
vehicle-0986,false,27245,27245,0,27245,27245
vehicle-0987,false,27259,27259,0,27259,27259
vehicle-0988,false,27321,27321,0,27321,27321
vehicle-0989,false,27311,27311,0,27311,27311
vehicle-0990,false,27362,27362,0,27362,27362
vehicle-0991,false,27232,27232,0,27232,27232
vehicle-0992,false,27243,27243,0,27243,27243
vehicle-0993,false,27271,27271,0,27271,27271
vehicle-0994,false,25928,25928,0,25928,25928
vehicle-0995,false,25934,25934,0,25934,25934
vehicle-0996,false,27264,27264,0,27264,27264
vehicle-0997,false,27276,27276,0,27276,27276
vehicle-0998,false,27247,27247,0,27247,27247
vehicle-0999,false,27260,27260,0,27260,27260
